smiles,mol_weight,exact_mol_weight,heavy_atom_count,logp,molar_refractivity,tpsa,hbd,hba,heteroatom_count,rotatable_bonds,ring_count,aromatic_ring_count,aromatic_ring_density,aliphatic_ring_count,fraction_csp3,formal_charge,radical_electrons,halogen_atom_count,fluorine_atom_count,chlorine_atom_count,bromine_atom_count,iodine_atom_count,aromatic_halogen_count,nitro_group_count,nitroaromatic_present,furan_ring_count,furan_present,thiophene_ring_count,thiophene_present,aromatic_primary_amine_count,aromatic_primary_amine_present,hydrazine_alert_count,hydrazide_alert_count,hydrazine_or_hydrazide_present,michael_acceptor_count,michael_acceptor_present,epoxide_ring_count,epoxide_present,acyl_halide_count,sulfonyl_halide_count,anhydride_count,isocyanate_count,isothiocyanate_count,strong_electrophile_count,strong_electrophile_present,phenol_count,catechol_ring_count,hydroquinone_ring_count,aminophenol_ring_count,quinone_forming_phenol_alert_count,quinone_forming_phenol_present,halogenated_aromatic_ring_present,polyhalogenated_aromatic_ring_present,pains_filter_available,pains_alert_count,pains_alert_present,structural_alert_count,reactive_metabolite_alert_count,heteroatom_fraction,high_lipophilicity_flag,very_high_lipophilicity_flag,large_molecular_weight_flag,multiple_rotatable_bonds_flag,lipophilic_structural_alert_flag,large_lipophilic_molecule_flag,polyhalogenated_lipophilic_alert_flag,reactive_alert_burden_ge_2
COc1cc(CNC(=O)CCCCC=CC(C)C)ccc1O,305.418,305.199093724,22.0,3.789600000000003,88.95150000000004,58.56,2.0,3.0,4.0,9.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.18181818181818182,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,266.34099999999995,266.163042564,19.0,0.45210000000000006,73.98090000000003,84.57999999999998,3.0,4.0,5.0,8.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2631578947368421,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C#CCN(C)Cc1ccccc1,159.232,159.104799416,12.0,1.7516,51.60900000000004,3.24,0.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCOc1ccc(NC(C)=O)cc1,179.219,179.094628656,13.0,2.0437,51.914700000000025,38.33,1.0,2.0,3.0,3.0,1.0,1.0,1.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C#CCN(C)C(C)Cc1ccccc1,187.286,187.136099544,14.0,2.1826,61.07100000000004,3.24,0.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,0.38461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)(N)Cc1ccccc1,149.237,149.12044948,11.0,1.9664,48.41240000000003,26.02,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(N)C(O)c1ccccc1,151.20899999999997,151.099714036,11.0,1.0672000000000001,45.05120000000002,46.25,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C=CCOc1ccc(CC(=O)O)cc1Cl,226.659,226.039671892,15.0,2.5319000000000003,58.48380000000002,46.53,1.0,2.0,4.0,5.0,1.0,1.0,1.0,0.0,0.18181818181818182,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)c1cccc(C(C)C)c1O,178.27499999999995,178.135765196,13.0,3.6390000000000025,56.28480000000004,20.23,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.07692307692307693,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(Cc1ccc(O)c(O)c1)(NN)C(=O)O,226.232,226.095356928,16.0,-0.05310000000000015,56.839500000000015,115.81000000000002,5.0,5.0,6.0,4.0,1.0,1.0,1.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,276.745,276.033540956,17.0,1.7379,65.46320000000003,75.27000000000001,2.0,3.0,7.0,4.0,1.0,1.0,1.0,0.0,0.3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4117647058823529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC(=O)c1ccccc1O,137.13799999999998,137.047678464,10.0,0.49110000000000004,36.62470000000002,63.32000000000001,2.0,2.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nc1ccc(S(N)(=O)=O)cc1,172.20900000000003,172.030648496,11.0,-0.08380000000000004,42.2276,86.18,2.0,3.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.45454545454545453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCCCCCCCNC(C)C(O)c1ccc(SC(C)C)cc1,337.5730000000001,337.24393574000004,23.0,5.559100000000006,103.23550000000007,32.26,2.0,3.0,3.0,12.0,1.0,1.0,1.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.13043478260869565,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
COCCCOc1cc(CC(CC(N)C(O)CC(C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC,551.7690000000003,551.393436416,39.0,3.2935000000000043,154.54329999999976,146.13,4.0,7.0,9.0,19.0,1.0,1.0,1.0,0.0,0.7333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.23076923076923078,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
CCCCNc1ccc(C(=O)OCCN(C)C)cc1,264.3689999999999,264.183778008,19.0,2.617000000000001,78.67620000000005,41.57,1.0,4.0,4.0,8.0,1.0,1.0,1.0,0.0,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.21052631578947367,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
CN(C)C(=O)Oc1cc(OC(=O)N(C)C)cc(C(O)CNC(C)(C)C)c1,367.4460000000001,367.210721028,26.0,2.2288999999999994,98.57950000000005,91.34,2.0,6.0,8.0,5.0,1.0,1.0,1.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,270.354,270.103813436,18.0,1.78302,69.80720000000004,75.27000000000001,2.0,3.0,6.0,5.0,1.0,1.0,1.0,0.0,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC[N+](C)(C)c1cccc(O)c1,166.24399999999997,166.12264055209,12.0,1.9790000000000003,52.28980000000004,20.23,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N#CC(C#N)=NNc1ccc(OC(F)(F)F)cc1,254.17099999999996,254.04154544,18.0,2.4002600000000003,55.40870000000001,81.2,1.0,5.0,8.0,3.0,1.0,1.0,1.0,0.0,0.1,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1,295.379,295.17835828,21.0,1.5298999999999996,81.41950000000004,67.79,2.0,5.0,5.0,9.0,1.0,1.0,1.0,0.0,0.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.23809523809523808,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1,384.58600000000007,384.24466401199993,26.0,4.164000000000003,109.97530000000006,69.64,2.0,4.0,6.0,14.0,1.0,1.0,1.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.23076923076923078,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
