smiles,mol_weight,exact_mol_weight,heavy_atom_count,carbon_atom_count,heteroatom_count,oxygen_nitrogen_count,logp,molar_refractivity,labute_asa,tpsa,hbd,hba,total_hbond_donors_acceptors,rotatable_bonds,ring_count,aromatic_ring_count,aliphatic_ring_count,heterocycle_ring_count,aromatic_heterocycle_ring_count,fused_ring_count,fused_aromatic_ring_count,bridgehead_atom_count,spiro_atom_count,fraction_csp3,aromatic_atom_fraction,ring_to_rotatable_ratio,planarity_proxy_score,formal_charge,positive_formal_atom_count,negative_formal_atom_count,basic_center_count,primary_amine_count,secondary_amine_count,tertiary_amine_count,quaternary_ammonium_count,basic_ring_count,aromatic_basic_heterocycle_count,most_basic_pka,most_acidic_pka,num_basic_sites,num_acidic_sites,neutral_fraction_ph74,charged_fraction_ph74,base_protonated_fraction_ph74,acid_deprotonated_fraction_ph74,net_charge_proxy_ph74,estimated_logd_ph74,benzylic_ch_site_count,allylic_ch_site_count,alpha_heteroatom_ch_site_count,aromatic_alkoxy_count,aromatic_methoxy_count,oxidation_site_proxy_count,oxidation_site_min_heavy_degree,oxidation_site_mean_heavy_degree,basic_to_oxidation_min_graph_distance,basic_to_aromatic_min_graph_distance,carboxylic_acid_count,sulfonic_acid_count,acidic_group_family_count,basic_center_present,most_basic_pka_ge_8,most_basic_pka_ge_9,positive_charge_present_ph74,logp_ge_2,logp_ge_3,estimated_logd_ge_1p5,tpsa_lt_50,hbd_le_5,hba_le_5,rotatable_bonds_le_10,aromatic_ring_count_ge_1,aromatic_ring_count_in_1_3,aromatic_planar_scaffold_present,basic_ring_present,oxidation_site_present,aromatic_alkoxy_present,mw_in_200_500,low_3d_complexity_proxy,acidic_group_absent,high_polarity_or_acidic_penalty,cation_aromatic_pharmacophore_present,cyp2d6_primary_rule_pass_count,cyp2d6_substrate_heuristic_pass,pka_features_available
C=CCc1ccccc1OC[C@@H](O)CNC(C)C,249.35399999999996,249.172878976,18.0,15.0,3.0,3.0,2.1528,74.98350000000005,109.48392028219311,41.49,2.0,3.0,5.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4666666666666667,0.3333333333333333,0.125,-0.13333333333333336,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,9.026785850524902,13.885209083557129,1.0,1.0,0.023071549422912188,0.9769284505770878,0.9769284430284658,3.271830332504619e-07,0.9769281158454326,0.5158767615442892,1.0,1.0,4.0,1.0,0.0,5.0,2.0,2.4,1.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,12.0,0.0,1.0
Cc1cc(N(C)C)ccc1C[C@H](C)N,192.30599999999998,192.16264864,14.0,12.0,2.0,2.0,1.95072,62.85940000000004,86.72078017309268,29.259999999999998,1.0,2.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.42857142857142855,0.3333333333333333,-0.07142857142857145,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,10.256560325622559,,2.0,0.0,0.0013894273203454155,0.9986105726796546,0.9986105726796546,0.0,0.9986105726796546,-0.9064441658340505,2.0,0.0,3.0,0.0,0.0,5.0,1.0,1.6,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,10.0,0.0,1.0
O=C(O)c1ccccc1O,138.12199999999999,138.031694052,10.0,7.0,3.0,3.0,1.0903999999999998,35.066100000000006,57.54633483832936,57.53,2.0,2.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.97200083732605,0.0,2.0,3.732369463260721e-05,0.9999626763053674,0.0,0.9999626763053674,-0.9999626763053674,-3.337615372451406,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,0.0,1.0
N=C(N)N/N=C\c1c(Cl)cccc1Cl,231.086,230.01260161599998,14.0,8.0,6.0,4.0,1.8103700000000003,59.10580000000001,91.20838218803416,74.26,3.0,2.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.5,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.529424667358398,9.654364585876465,1.0,1.0,0.06871748400513591,0.9312825159948641,0.9308999532593973,0.005536360010042544,0.9253635932493548,0.6474372500273589,1.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,,,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,11.0,0.0,1.0
C#CCN(C)[C@@H](C)Cc1ccccc1,187.286,187.136099544,14.0,13.0,1.0,1.0,2.1826,61.07100000000004,86.74505698233588,3.24,0.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38461538461538464,0.42857142857142855,0.25,0.04395604395604391,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6.93582010269165,,1.0,0.0,0.7443712512011269,0.2556287487988731,0.25562874879887315,0.0,0.25562874879887315,2.0543895916406036,1.0,0.0,3.0,0.0,0.0,4.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,11.0,0.0,1.0
C[C@H](N)Cc1ccccc1,135.20999999999998,135.104799416,10.0,9.0,1.0,1.0,1.5763,43.79540000000002,61.866120159699506,26.02,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6,0.5,0.26666666666666666,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.270040512084961,,1.0,0.0,0.0013470201431182716,0.9986529798568817,0.9986529798568817,0.0,0.9986529798568817,-1.29432590986001,1.0,0.0,1.0,0.0,0.0,2.0,2.0,2.5,1.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,11.0,0.0,1.0
Nc1ccccc1,93.12899999999999,93.057849224,7.0,6.0,1.0,1.0,1.2688000000000001,30.8544,42.771293816509676,26.02,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,1.0,0.8571428571428571,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.772795677185059,13.769499778747559,1.0,2.0,0.9976457594900653,0.002354240509934713,0.0023538144442258615,4.2707095462350206e-07,0.002353387373271238,1.2677763609178188,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,8.0,0.0,1.0
CCCCCN(CCCOC)C(=O)[C@@H](CCC(=O)O)NC(=O)c1ccc(Cl)c(Cl)c1,461.3860000000001,460.15317741999996,30.0,21.0,9.0,7.0,4.0119000000000025,117.18400000000005,187.21410842485506,95.94,2.0,4.0,6.0,14.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.2,0.07142857142857142,-0.3714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.492599010467529,0.0,2.0,0.001236123425751412,0.9987638765742486,0.0,0.9987638765742486,-0.9987638765742486,1.1039618368098898,0.0,2.0,5.0,0.0,0.0,6.0,1.0,2.0,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,6.0,0.0,1.0
CC(C)Cc1ccc([C@@H](C)C(=O)O)cc1,206.28499999999997,206.130679816,15.0,13.0,2.0,2.0,3.073200000000001,61.03480000000004,90.94175377251302,37.3,1.0,1.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46153846153846156,0.4,0.25,-0.06153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.400064945220947,0.0,1.0,0.0009991502534001384,0.9990008497465999,0.0,0.9990008497465999,-0.9990008497465999,0.07283080285643129,2.0,1.0,0.0,0.0,0.0,2.0,2.0,2.5,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,8.0,0.0,1.0
CCCCCCCN(CC)CCC[C@@H](O)c1ccc(NS(C)(=O)=O)cc1,384.58600000000007,384.24466401199993,26.0,20.0,6.0,5.0,4.164000000000003,109.97530000000006,159.405298219472,69.64,2.0,4.0,6.0,14.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.23076923076923078,0.07142857142857142,-0.4692307692307692,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,10.087730407714844,8.612823486328125,2.0,2.0,0.0019300002991134168,0.9980699997008866,0.9979517680129104,0.057723777736803795,0.9402279902761066,1.4495573763151843,1.0,0.0,5.0,0.0,0.0,5.0,1.0,2.0,1.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,10.0,0.0,1.0
C=Cc1ccccc1,104.15199999999997,104.062600256,8.0,8.0,0.0,0.0,2.3296,36.53300000000001,49.47168431610592,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.3296,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,0.0,1.0
Nc1ccc(S(N)(=O)=O)cc1,172.20900000000003,172.030648496,11.0,6.0,5.0,4.0,-0.08380000000000004,42.2276,64.87196040593747,86.18,2.0,3.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,1.0,0.5454545454545454,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.25521183013916,10.50158405303955,2.0,4.0,0.9984937760095471,0.0015062239904528596,0.00071597980494428,0.0007908103897770766,-7.483058483279657e-05,-0.084454637907083,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,7.0,0.0,1.0
C=CCOc1ccccc1OC[C@@H](O)CNC(C)C,265.35299999999995,265.167793596,19.0,15.0,4.0,4.0,1.9890999999999999,76.77450000000005,114.59746551169998,50.72,2.0,4.0,6.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4666666666666667,0.3157894736842105,0.1111111111111111,-0.15087719298245617,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,8.963860511779785,13.844025611877441,1.0,1.0,0.026573126764860917,0.9734268732351391,0.9734268636760381,3.597279906898364e-07,0.9734265039480474,0.41354265929663003,0.0,1.0,5.0,2.0,0.0,5.0,2.0,2.4,1.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,10.0,0.0,1.0
CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1,291.265,291.033030178,18.0,10.0,8.0,6.0,3.2711000000000023,71.26140000000002,110.26471109131683,70.83,0.0,6.0,6.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.3333333333333333,0.14285714285714285,-0.06666666666666671,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.2711000000000023,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,8.0,0.0,1.0
c1ccccc1,78.11399999999999,78.046950192,6.0,6.0,0.0,0.0,1.6866,26.441999999999993,37.43140311949697,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.6866,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,8.0,0.0,1.0
Cc1cc(Cl)c(S(N)(=O)=O)cc1S(N)(=O)=O,284.74600000000004,283.969226448,16.0,7.0,9.0,6.0,-0.0567799999999995,58.935400000000016,98.30094463963083,120.32,2.0,4.0,6.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.375,0.5,0.23214285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.222954273223877,9.2053804397583,2.0,4.0,0.9839329571837634,0.01606704281623661,0.0006647609123876638,0.015412527549725063,-0.014747766637337399,-0.06381449233804654,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,9.0,0.0,1.0
C#CCN(C)Cc1ccccc1,159.232,159.104799416,12.0,11.0,1.0,1.0,1.7516,51.60900000000004,74.01517275354266,3.24,0.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,0.5,0.3333333333333333,0.2272727272727273,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6.201614856719971,,1.0,0.0,0.9404411271622244,0.05955887283777561,0.05955887283777565,0.0,0.05955887283777565,1.7249316133378991,1.0,0.0,3.0,0.0,0.0,3.0,1.0,1.6666666666666667,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,10.0,0.0,1.0
CC(C)NC[C@H](O)COc1ccc(COCCOC(C)C)cc1,325.449,325.225308472,23.0,18.0,5.0,5.0,2.3659,91.82650000000007,139.49544011658094,59.95,2.0,5.0,7.0,12.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.2608695652173913,0.08333333333333333,-0.40579710144927533,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,9.011967658996582,13.87746810913086,1.0,1.0,0.02385323635826952,0.9761467636417305,0.9761467556969994,3.330671080825257e-07,0.9761464226298913,0.7434473115599363,1.0,0.0,8.0,1.0,0.0,8.0,2.0,2.375,1.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,10.0,0.0,1.0
