smiles,mol_weight,exact_mol_weight,heavy_atom_count,carbon_atom_count,heteroatom_count,oxygen_nitrogen_count,logp,molar_refractivity,tpsa,hbd,hba,total_hbond_donors_acceptors,rotatable_bonds,ring_count,aromatic_ring_count,aliphatic_ring_count,fused_ring_count,fused_aromatic_ring_count,aromatic_atom_fraction,fraction_csp3,formal_charge,positive_formal_atom_count,negative_formal_atom_count,halogen_count,fluorine_count,chlorine_count,bromine_count,iodine_count,basic_center_count,basic_heterocycle_count,tertiary_amine_count,quaternary_ammonium_count,most_basic_pka,num_basic_sites,neutral_fraction_ph74,charged_fraction_ph74,base_protonated_fraction_ph74,estimated_logd_ph74,combined_logp_pka_sq,min_basic_center_distance,min_basic_to_aromatic_distance,methanesulfonamide_count,thiazole_count,quinoline_isoquinoline_like_count,aryl_guanidine_count,phenyl_piperazine_count,structural_alert_count,property_window_violation_count,herg_risk_alert_count,logp_lt_4,estimated_logd_lt_3,combined_logp_pka_sq_lt_110,most_basic_pka_le_8,tpsa_gt_75,hbd_ge_2,hba_ge_5,mw_le_500,aromatic_ring_count_le_3,fused_bicyclic_aromatic_absent,rotatable_bonds_gt_5,num_basic_sites_le_2,basic_center_count_le_2,multiple_halogens_present,positive_charge_present_ph74,tertiary_amine_present,basic_heterocycle_present,quaternary_ammonium_present,cation_pi_proxy_present,short_basic_center_distance_present,long_basic_to_aromatic_distance_present,methanesulfonamide_present,thiazole_present,quinoline_isoquinoline_like_present,aryl_guanidine_present,phenyl_piperazine_present,formal_charge_abs_le_1,low_planarity_proxy,herg_property_window_pass,herg_structural_alert_present,pka_features_available
C[NH2+]CC[C@@H](Oc1ccc(C(F)(F)F)cc1)c1ccccc1,310.33899999999994,310.14132530809,22.0,17.0,5.0,2.0,3.408800000000003,78.58840000000005,25.84,1.0,1.0,2.0,6.0,2.0,2.0,0.0,0.0,0.0,0.5454545454545454,0.29411764705882354,1.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.972113609313965,1.0,0.0026713125351756073,0.9973286874648244,0.9973286874648244,0.835524702084173,111.06296727706481,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
CNCC[C@@H](Oc1ccccc1C)c1ccccc1,255.361,255.162314292,19.0,17.0,2.0,2.0,3.7246200000000034,79.53370000000005,21.259999999999998,1.0,2.0,3.0,6.0,2.0,2.0,0.0,0.0,0.0,0.631578947368421,0.29411764705882354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.118239402770996,1.0,0.0019095476428787617,0.9980904523571212,0.9980904523571212,1.0055504984156647,116.25156275618758,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Cc1cccc(C)c1NC(=O)[C@@H]1CCCCN1C,246.35399999999996,246.173213324,18.0,15.0,3.0,3.0,2.7262400000000007,74.81470000000004,32.34,1.0,2.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,0.3333333333333333,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,8.301353454589844,2.0,0.11150660587859047,0.8884933941214095,0.8884933594507981,1.7735405966365447,76.34485371563073,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
CCCN1CCCC[C@@H]1C(=O)Nc1c(C)cccc1C,274.408,274.204513452,20.0,17.0,3.0,3.0,3.5064400000000013,84.04870000000005,32.34,1.0,2.0,3.0,4.0,2.0,1.0,1.0,0.0,0.0,0.3,0.5882352941176471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,8.361185073852539,2.0,0.09857041457585122,0.9014295854241487,0.9014295545807877,2.500186583151054,82.2045373128145,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
CCCCN1CCCC[C@@H]1C(=O)Nc1c(C)cccc1C,288.43500000000006,288.22016351599996,21.0,18.0,3.0,3.0,3.8965400000000026,88.66570000000006,32.34,1.0,2.0,3.0,5.0,2.0,1.0,1.0,0.0,0.0,0.2857142857142857,0.6111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,8.446552276611328,2.0,0.08243025824854751,0.9175697417514525,0.9175697162305233,2.812626660461726,86.52726933312803,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
O[C@H](CNC[C@@H](O)[C@H]1CCc2cc(F)ccc2O1)[C@H]1CCc2cc(F)ccc2O1,405.44100000000014,405.17516472,29.0,22.0,7.0,5.0,2.363600000000001,103.15730000000003,70.95,3.0,5.0,8.0,6.0,4.0,2.0,2.0,4.0,0.0,0.41379310344827586,0.45454545454545453,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.790029525756836,1.0,0.039140829896450915,0.960859170103549,0.9608591541867518,0.9562300296926576,82.85122402367695,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
COc1ccc(CN(CC[NH+](C)C)c2ccccn2)cc1,286.399,286.19138880809,21.0,17.0,4.0,4.0,1.2412999999999996,85.95870000000005,29.8,1.0,3.0,4.0,7.0,2.0,2.0,0.0,0.0,0.0,0.5714285714285714,0.35294117647058826,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,8.826260566711426,3.0,0.03612117529223002,0.96387882470777,0.96387882470777,-0.2009381272780757,79.4437012814851,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
CN(C)CCC=C1c2ccccc2CCc2ccccc21,277.411,277.183049736,21.0,20.0,1.0,1.0,4.168600000000003,90.54200000000006,3.24,0.0,1.0,1.0,3.0,3.0,2.0,1.0,3.0,0.0,0.5714285714285714,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,9.327725410461426,1.0,0.011672807781736294,0.9883271922182637,0.9883271922182637,2.2357753339755133,104.3836872929678,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
C[NH2+]CCC=C1c2ccccc2CCc2ccccc21,264.392,264.17467612409,20.0,19.0,1.0,1.0,2.800200000000001,84.70440000000005,16.61,1.0,0.0,1.0,3.0,3.0,2.0,1.0,3.0,0.0,0.6,0.2631578947368421,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.267973899841309,1.0,0.0013534365855862873,0.9986465634144137,0.9986465634144137,-0.06836208800956944,113.27240804782234,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
C[NH+](C)CCC=C1c2ccccc2CCc2ccccc21,278.419,278.19032618809,21.0,20.0,1.0,1.0,2.751500000000001,89.66570000000006,4.44,1.0,0.0,1.0,3.0,3.0,2.0,1.0,3.0,0.0,0.5714285714285714,0.3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.327725410461426,1.0,0.011672807781736294,0.9883271922182637,0.9883271922182637,0.8186753339755108,94.57721358296777,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2C[NH+]1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,671.863,671.3915451520899,49.0,38.0,11.0,11.0,1.6753000000000051,187.33749999999952,167.95,6.0,6.0,12.0,12.0,5.0,3.0,2.0,4.0,2.0,0.32653061224489793,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,6.865869045257568,3.0,0.7736755352796514,0.22632446472034862,0.22620208369166975,1.5638588640657813,49.94678783662609,10.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
CCOC(=O)C1(c2ccccc2)CCN(C)CC1,247.33799999999994,247.157228912,18.0,15.0,3.0,3.0,2.2131,71.48400000000005,29.54,0.0,3.0,3.0,3.0,2.0,1.0,1.0,0.0,0.0,0.3333333333333333,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,7.885703086853027,1.0,0.24631325807248494,0.7536867419275151,0.7536867419275151,1.6045877888295836,67.08212478400337,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
Clc1ccc(C(c2ccc(Cl)cc2)n2cc[n+](CC(OCc3ccc(Cl)cc3Cl)c3ccc(Cl)cc3Cl)c2)cc1,652.2560000000002,648.99360585609,40.0,31.0,9.0,3.0,10.29179999999999,165.2259999999997,18.04,0.0,2.0,2.0,9.0,5.0,5.0,0.0,0.0,0.0,0.725,0.12903225806451613,1.0,1.0,0.0,6.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,2.658841133117676,2.0,0.9999818518127587,1.814818724132916e-05,1.814818724133809e-05,10.291792118270894,112.99058341115827,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Clc1ccc(C(c2ccc(Cl)cc2)n2cc[n+](C[C@H](OCc3ccc(Cl)cc3Cl)c3ccc(Cl)cc3Cl)c2)cc1,652.2560000000002,648.99360585609,40.0,31.0,9.0,3.0,10.29179999999999,165.2259999999997,18.04,0.0,2.0,2.0,9.0,5.0,5.0,0.0,0.0,0.0,0.725,0.12903225806451613,1.0,1.0,0.0,6.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,2.658841133117676,2.0,0.9999818518127587,1.814818724132916e-05,1.814818724133809e-05,10.291792118270894,112.99058341115827,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
NC(N)=[NH+]c1nc(CSCC/C(N)=[NH+]/S(N)(=O)=O)cs1,339.47200000000004,339.05948862417995,20.0,8.0,12.0,9.0,-4.6068,80.16180000000001,179.04999999999998,6.0,5.0,11.0,7.0,1.0,1.0,0.0,0.0,0.0,0.25,0.375,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.111674785614014,5.0,0.5678503193034707,0.43214968069652926,0.33986556965130177,-4.852566125674995,71.79852449633813,7.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,232.23899999999995,232.084792244,17.0,12.0,5.0,5.0,0.7004,60.092400000000026,75.27000000000001,2.0,3.0,5.0,2.0,2.0,1.0,1.0,0.0,0.0,0.35294117647058826,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4800484031428013,0.5199515968571987,0.0,0.3816850293714374,0.49056016,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
O=C(NCCN1CCOCC1)c1ccc(Cl)cc1,268.74399999999997,268.097855464,18.0,13.0,5.0,4.0,1.4020000000000006,71.04420000000003,41.57000000000001,1.0,3.0,4.0,4.0,2.0,1.0,1.0,0.0,0.0,0.3333333333333333,0.46153846153846156,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,6.549779415130615,1.0,0.8762840063442784,0.12371599365572161,0.12371560740403643,1.344644885161417,44.86521438686874,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
CC(=O)N1CCN(Cc2ccc3c(c2)CC[C@H](N2CCN(CCc4ccc(F)cc4)CC2=O)C3)CC1,492.6390000000004,492.290054644,36.0,29.0,7.0,6.0,2.734,138.04299999999992,47.10000000000001,0.0,4.0,4.0,6.0,5.0,2.0,3.0,2.0,0.0,0.3333333333333333,0.5172413793103449,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,7.981734752655029,2.0,0.20759332030013788,0.7924066796998621,0.7924066796998621,2.0512133751713035,71.18284566174104,11.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
CS(=O)(=O)N1CCN(Cc2ccc3c(c2)CC[C@H](N2CCN(CCc4ccc(F)cc4)CC2=O)C3)CC1,528.6940000000002,528.257040264,37.0,28.0,9.0,7.0,2.147100000000001,142.2057999999999,64.17000000000002,0.0,5.0,5.0,7.0,5.0,2.0,3.0,2.0,0.0,0.32432432432432434,0.5357142857142857,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,7.980141639709473,2.0,0.20819739320704045,0.7918026067929596,0.7918026067929596,1.4655752875045602,68.29269899982499,11.0,2.0,1.0,0.0,0.0,0.0,3.0,2.0,3.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
