sample_index,smiles,y_true,total_seed_count,error_count,error_rate,wrong_seed_list,mean_prob_1_across_seeds,error_type,explanation_seed,explanation_bundle_path,explanation_bundle_valid_macro_f1,explanation_bundle_valid_roc_auc,selected_wrong_prediction,selected_wrong_prob_1
0,O=C(NCCc1cnc[nH]1)c1ccc(-c2ncc3cnc(-c4cccc(F)c4)cn23)cc1,0,5,5,1.0,0;1;2;3;4,0.6824326410863244,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.6963217566027622
116,O=C(NCCc1ccccc1)C1CCN(c2nc(-c3ccc(Br)cc3)cs2)CC1,0,5,5,1.0,0;1;2;3;4,0.6891027603529419,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.7175799912086651
134,O=C(Nc1ccc([S+](=O)([O-])Nc2nccs2)cc1)c1ccccn1,0,5,5,1.0,0;1;2;3;4,0.7452031981608271,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.7421940092990803
136,NC(=O)C1CCN(c2nc(-c3ccc(OCc4ccccc4)cc3)cs2)CC1,0,5,5,1.0,0;1;2;3;4,0.8387729884086481,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.8200661073532105
138,CC(=O)Nc1ccc(C(=O)Nc2ccccc2N)cc1,0,5,5,1.0,0;1;2;3;4,0.6987797817697241,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.6876717945629014
153,O=C(NCCN1CCOCC1)C1CC(=O)N(c2n[nH]c3cc(Br)ccc23)C1,0,5,5,1.0,0;1;2;3;4,0.6436565926627329,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.6553523103586913
156,CC(=O)c1ccc(N2CCN(c3ccc(NC(=O)c4ccc(F)cc4)cc3C(=O)O)CC2)cc1,1,5,5,1.0,0;1;2;3;4,0.4663884937789552,false_negative,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,0,0.4896741905996159
172,O=C(c1ccc(C(=O)N2CCC(N3CCCC3)CC2)c(Nc2ccccc2)c1)N1CCC(N2CCCC2)CC1,0,5,5,1.0,0;1;2;3;4,0.5824196421404353,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.5770534254457994
177,COc1cc2nc(N3CCCC3)nc(NCCCCCN3CCCC3)c2cc1OC,0,5,5,1.0,0;1;2;3;4,0.5477376426184799,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.5530918212580178
178,Cc1ccc(-c2cc(C(=O)Nc3ccc(S(=O)(=O)N(C)Cc4nccs4)cc3)c3ccccc3n2)cc1C,0,5,5,1.0,0;1;2;3;4,0.5652320446934351,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.5648314810640195
194,Fc1cc(Nc2nc(-c3ccncc3)nc3ccccc23)ccc1-c1cccnc1,0,5,5,1.0,0;1;2;3;4,0.7149473625088805,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.7260476924928269
205,Cc1ccc(S(=O)(=O)Nc2cnccc2C(=O)Nc2nc(-c3ccc(Oc4ccccc4)cc3)cs2)cc1,1,5,5,1.0,0;1;2;3;4,0.3989285669383969,false_negative,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,0,0.407736837664496
219,O=S(=O)(c1ccc2ccccc2c1)N1CCN(c2nc(-c3cccs3)nc3ccccc23)CC1,0,5,5,1.0,0;1;2;3;4,0.7296533052251972,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.7239532993476846
225,Cc1cccc(NCc2ccc(O)c3ncccc23)c1,0,5,5,1.0,0;1;2;3;4,0.6027838304734152,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.5946996439021419
227,Oc1ccc(CNc2ccccc2Br)c2cccnc12,0,5,5,1.0,0;1;2;3;4,0.6413871999184502,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.6299646598479607
229,Oc1ccc(CNc2cccc(F)c2)c2cccnc12,0,5,5,1.0,0;1;2;3;4,0.6115168697740198,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.6109190059807286
237,CCCc1oc2ccc(NS(=O)(=O)c3ccc(OC)cc3)cc2c1C(=O)OCC,0,5,5,1.0,0;1;2;3;4,0.7931598160071964,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.815387649344174
238,COc1cc(Cl)cn2c(-c3cccc(NC4CNC4)n3)cnc12,0,5,5,1.0,0;1;2;3;4,0.5441779173663729,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.5345660641504122
249,O=C(NCCCCc1ccccc1)C1CCN(c2nc(-c3ccc(Br)cc3)cs2)CC1,0,5,5,1.0,0;1;2;3;4,0.6158634703559925,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.6339744414966781
250,O=C(c1cnccn1)N1CCC2(CCCN(C(c3ccccc3)c3ccccc3)C2)CC1,0,5,5,1.0,0;1;2;3;4,0.8554221577120232,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.8441251327378693
257,CCOc1ccc(-c2nnc(SCC(=O)NCc3ccccc3Cl)o2)cc1,0,5,5,1.0,0;1;2;3;4,0.7539203260268359,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.7605058736960555
267,Cc1ccccc1C(=O)N1CCc2cc(-c3nc(NC(=O)Cc4ccc5ccccc5c4)sc3C)ccc21,0,5,5,1.0,0;1;2;3;4,0.5356642224503028,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.5505604391859107
312,O=C(NC1CCCc2c1cnn2-c1ccc(F)cc1F)c1ccc(C2(C(F)(F)F)N=N2)cc1,0,5,5,1.0,0;1;2;3;4,0.5936872019873758,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.5978454145566241
324,O=C(Cc1ccc(Cl)c(Cl)c1)Nc1ccc(S(=O)(=O)Nc2ccon2)cc1,0,5,5,1.0,0;1;2;3;4,0.5568436174396855,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.5436377819722495
338,Cc1cc(F)ccc1-c1nc(NCCN=C(N)NC#N)nc2c1ccc(=O)n2-c1c(F)cccc1F,0,5,5,1.0,0;1;2;3;4,0.6214884272958088,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.627352706578982
344,O=C(NCCc1ccccn1)C1CC(=O)N(c2n[nH]c3cc(Br)ccc23)C1,0,5,5,1.0,0;1;2;3;4,0.764564411552364,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.7713017293963546
372,Cc1cc(C)cc(NS(=O)(=O)c2ccc3[nH]cc(C(=O)NCc4ccco4)c(=O)c3c2)c1,0,5,5,1.0,0;1;2;3;4,0.7029395063724503,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.7107813230173202
377,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)C=CCN(C)C,0,5,5,1.0,0;1;2;3;4,0.5199446244693777,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.5012211194536803
378,N=c1c2c(n(Cc3ccccc3)c3c1CCC3)CCC2,0,5,5,1.0,0;1;2;3;4,0.7648538387863132,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.7587630487146734
410,COC(=O)c1ccc(NS(=O)(=O)c2c(C)nc3sccn3c2=O)cc1,1,5,5,1.0,0;1;2;3;4,0.3986636342998081,false_negative,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,0,0.3980554151246043
423,Cc1ccc(C)c(NC2=C(c3ccc(C(F)(F)F)cc3)C(=O)c3ccccc32)c1,0,5,5,1.0,0;1;2;3;4,0.5519194745091062,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.5262016324510783
424,Cc1ccc(NC2=C(c3ccc(C(F)(F)F)cc3)C(=O)c3ccccc32)cc1F,0,5,5,1.0,0;1;2;3;4,0.536257922643964,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.5145126912827847
431,COc1ccc(-n2nc(C3CCCN(C(=O)c4ccccc4)C3)[nH]c2=O)cc1,0,5,5,1.0,0;1;2;3;4,0.8485604203399989,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.8332710628597644
436,CCOc1ccc(OCC)c(NC(=O)C(NS(=O)(=O)c2ccc(Br)s2)c2ccccc2)c1,0,5,5,1.0,0;1;2;3;4,0.5379563258654871,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.5396606495066211
437,Cc1cc(Br)ccc1NC(=O)C(NS(=O)(=O)c1cccs1)c1ccccc1,0,5,5,1.0,0;1;2;3;4,0.7363097290499949,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.7294340109202007
440,O=C(Nc1ccc(Cl)cc1)C(NS(=O)(=O)c1cccs1)c1ccccc1,0,5,5,1.0,0;1;2;3;4,0.8285880674249091,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.8249730093038535
457,COc1cccc(CNc2ccc(S(=O)(=O)Nc3cccc4ccccc34)cc2)c1O,0,5,5,1.0,0;1;2;3;4,0.7138367549020067,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.7246907131013294
496,CC1=C(C(=O)Nc2nncs2)C2(CCCC2)N=C(Nc2nc3ccccc3o2)N1,0,5,5,1.0,0;1;2;3;4,0.6675932433876189,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.678550201298886
504,CCOc1ccc(CCNC(=O)c2cc3sccc3n2Cc2ccccc2)c(F)c1OCC,0,5,5,1.0,0;1;2;3;4,0.6459271174668821,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.6489414965887341
508,CCOc1cc(CCNC(=O)c2cc3sccc3n2Cc2ccccc2)cc(F)c1OCC,0,5,5,1.0,0;1;2;3;4,0.6416205509272904,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.6430317982002391
525,COc1ccc(-c2nc3ccccc3c(=O)n2Cc2ccco2)cc1COc1ccc(NC(C)=O)cc1,0,5,5,1.0,0;1;2;3;4,0.7026438128198704,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.7152602631262585
528,Cc1nc(Nc2n[nH]c3c2CN(C(=O)N[C@H](CN(C)C)c2ccccc2)C3(C)C)c2sccc2n1,0,5,5,1.0,0;1;2;3;4,0.5684784984458464,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.553857073637386
529,CC(=O)c1ccc(N[S+](=O)([O-])c2cccc(NC(=O)c3[nH]c(C)c(C(C)=O)c3C)c2)cc1,0,5,5,1.0,0;1;2;3;4,0.7728583485825,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.7754181011640314
543,COc1ccc(NC(=O)c2c(C)c(C(C)=O)c(C)n2C)cc1[S+](=O)([O-])Nc1ccc(Br)cc1,0,5,5,1.0,0;1;2;3;4,0.6008513174917429,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.6206407713258553
546,CCc1ccc(NC(=O)c2[nH]c(C)c(C(C)=O)c2C)cc1[S+](=O)([O-])Nc1ccc(Br)cc1,0,5,5,1.0,0;1;2;3;4,0.537500806671946,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.5558170815384986
554,Cc1cccc(N2CCN(C(=O)c3ccc4c(c3)C(O)CCCCCN4C)CC2)c1,0,5,5,1.0,0;1;2;3;4,0.7934867160609554,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.7706184187627235
566,Nc1ccc(CNc2ccc([S+](=O)([O-])Nc3nccs3)cc2)c(O)c1,0,5,5,1.0,0;1;2;3;4,0.5733702611577745,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.5696393969770098
570,O=[N+]([O-])c1ccc(CNc2ccc([S+](=O)([O-])Nc3nccs3)cc2)c(O)c1,0,5,5,1.0,0;1;2;3;4,0.5503028395763465,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.5459057327376587
574,O=C1c2ccccc2C2=Nc3ccccc3SC(c3ccc(Cl)cc3)C12,0,5,5,1.0,0;1;2;3;4,0.5519801914144065,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.5288597458615547
575,O=C1c2ccccc2C2=Nc3ccccc3SC(c3ccccc3F)C12,0,5,5,1.0,0;1;2;3;4,0.5580222962961674,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.558292935671056
580,O=S(=O)(Nc1nccs1)c1ccc(NCc2cccc3cc[nH]c23)cc1,0,5,5,1.0,0;1;2;3;4,0.6579973250434803,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.6444458699939248
591,CCOc1cccc(C(=O)Nc2nc3c(s2)CC(C(C)(C)C)CC3)c1,0,5,5,1.0,0;1;2;3;4,0.7411534534752542,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.7237666484397904
595,O=S(=O)(Nc1nc2n(n1)C(c1ccccc1)C=C(c1ccc(Cl)cc1)N2)c1ccccc1,0,5,5,1.0,0;1;2;3;4,0.7052237724220858,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.7108604110064006
616,Cc1c(CN(C)c2cc(C3CC(O)C3)nc(N)n2)[nH]c2ccccc12,0,5,5,1.0,0;1;2;3;4,0.6933005504300755,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.6911800750997714
642,COc1cc(/C=C(\C#N)C(=O)c2ccc(O)c(O)c2)cc(I)c1O,0,5,5,1.0,0;1;2;3;4,0.5248900534097757,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.5126685781924896
647,Cc1nc2sccn2c(=O)c1S(=O)(=O)Nc1ccc(N2CCN(S(C)(=O)=O)CC2)cc1,1,5,5,1.0,0;1;2;3;4,0.42035910462071235,false_negative,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,0,0.4352247519723657
652,CC(=O)c1c(C)[nH]c(C(=O)Nc2cccc([S+](=O)([O-])Nc3ccncc3)c2)c1C,0,5,5,1.0,0;1;2;3;4,0.7459298045452643,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.7440959620508284
688,O=C(Nc1ccc(S(=O)(=O)Nc2nccs2)cc1)c1ccc2ccccc2c1,0,5,5,1.0,0;1;2;3;4,0.6452364600039299,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.6302254158319084
691,Cc1ccc2oc3c(c(=O)c2c1)C(c1ccc(O)cc1)N(CCCN(C)C)C3=O,0,5,5,1.0,0;1;2;3;4,0.6900655760870553,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.6871542385690695
709,CCCCOc1ccccc1C(=O)Nc1ccccc1C(=O)Nc1cccc(S(=O)(=O)C(F)(F)F)c1,0,5,5,1.0,0;1;2;3;4,0.5473601285478287,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.5438564590323022
710,COc1ccccc1C(=O)Nc1ccccc1C(=O)Nc1cccc(S(=O)(=O)C(F)(F)F)c1,0,5,5,1.0,0;1;2;3;4,0.7318408162234787,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.7197310342027273
717,CCOc1cc(CNc2ccc(O)cc2)ccc1OCc1ccc(Cl)cc1,0,5,5,1.0,0;1;2;3;4,0.6909176373887107,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.6830201329585291
725,O=C(Cc1ccccc1)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,0,5,5,1.0,0;1;2;3;4,0.5943985315682628,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.5810575327081716
731,C[S+](=O)([O-])c1ccc(-c2nc(C(=O)N3CCOCC3)n3ccncc23)cc1,0,5,5,1.0,0;1;2;3;4,0.7917168613163719,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.7918679531773642
736,O=C(CCc1ccccc1)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,0,5,5,1.0,0;1;2;3;4,0.653574379669293,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.6516725918534213
741,Cc1ccc(S(=O)(=O)Nc2ccncc2C(=O)Nc2nc(-c3ccccc3)cs2)cc1,0,5,5,1.0,0;1;2;3;4,0.6817161756471384,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.6856203648433141
744,Nc1c(-c2ccncc2)cc[nH]c1=O,0,5,5,1.0,0;1;2;3;4,0.5697933144476777,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.5753248165071035
