smiles,mol_weight,exact_mol_weight,heavy_atom_count,logp,molar_refractivity,tpsa,hbd,hba,total_hbond_donors_acceptors,heteroatom_count,rotatable_bonds,ring_count,aromatic_ring_count,aliphatic_ring_count,fraction_csp3,formal_charge,positive_formal_atom_count,negative_formal_atom_count,abs_formal_charge,labute_asa,labute_asa_per_heavy_atom,balaban_j,kappa1,kappa2,kappa3,aromatic_heavy_atom_fraction,most_basic_pka,most_acidic_pka,num_basic_sites,num_acidic_sites,neutral_fraction_ph74,charged_fraction_ph74,base_protonated_fraction_ph74,acid_deprotonated_fraction_ph74,net_charge_proxy_ph74,estimated_logd_ph74,has_amphoteric_sites,pka_features_available,carboxylic_acid_count,sulfonic_acid_count,phosphonic_acid_count,acidic_group_count,strong_acidic_group_count,intramolecular_hbond_pair_count,intramolecular_hbond_potential_present,mw_le_500,hbd_le_5,hba_le_10,logp_le_5,estimated_logd_between_neg0p5_4p5,tpsa_lt_60,tpsa_le_120,rotatable_bonds_le_10,total_hbond_donors_acceptors_le_12,formal_charge_zero,neutral_fraction_ge_0p5,acidic_group_count_eq_0,strong_acidic_group_count_eq_0,passive_permeability_screen_pass
Cc1ccc(S(=O)(=O)N2CCN(C(=O)c3cc4c(s3)CCC4)CC2)cc1,390.5300000000002,390.10718456399997,26.0,2.6919200000000005,102.18530000000004,57.690000000000005,0.0,4.0,4.0,7.0,3.0,4.0,2.0,2.0,0.42105263157894735,0.0,0.0,0.0,0.0,157.84364265134909,6.070909332744195,1.429640615351735,17.70079700519261,6.7930614589989995,3.1918853263252878,0.4230769230769231,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.6919200000000005,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CC[C@H](CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1,354.4580000000001,354.216809452,26.0,3.2021000000000015,104.26420000000005,87.89,3.0,7.0,10.0,7.0,8.0,3.0,3.0,0.0,0.42105263157894735,0.0,0.0,0.0,0.0,153.06173274233035,5.8869897208588595,1.9582850725998515,18.131001981113418,8.1392269651338,3.935433731960692,0.5769230769230769,5.0769734382629395,13.119038581848145,6.0,3.0,0.9952675225266064,0.004732477473393559,0.004730576827329631,1.909679951696369e-06,0.004728667147377935,3.200039832445159,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Cc1ccc(S(=O)(=O)Nc2ccccc2C(=O)Nc2nccs2)cc1,373.45900000000006,373.0554833400001,25.0,3.504620000000001,98.4967,88.16,2.0,5.0,7.0,8.0,5.0,3.0,3.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,149.15750937145117,5.966300374858047,1.8764641791231054,17.124045051551334,7.037792187165389,4.0385806131828526,0.68,4.320904731750488,6.759092330932617,3.0,2.0,0.1859160956638499,0.8140839043361501,0.0008328041847679364,0.8139289435817008,-0.8130961393969328,2.7739369903926283,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
NC(=O)C1CCN(c2nc(-c3cccnc3)cs2)CC1,288.37600000000015,288.104482132,20.0,1.9067999999999998,79.47640000000004,72.11000000000001,1.0,5.0,6.0,6.0,3.0,3.0,2.0,1.0,0.35714285714285715,0.0,0.0,0.0,0.0,121.01322455797576,6.050661227898788,1.7064936486306834,13.052605705188398,5.58224284366153,2.6483270227889877,0.55,5.198049545288086,13.768819808959961,4.0,2.0,0.9937574832490935,0.006242516750906479,0.006242091680761554,4.2774013806260247e-07,0.006241663940623491,1.9040804120258363,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
COc1cccc(-n2nc(C(=O)O)cc2-c2ccc(C3CCCCC3)c(Cl)c2)c1,410.9010000000003,410.13972027600005,29.0,5.947200000000005,113.34730000000003,64.35000000000001,1.0,4.0,5.0,6.0,5.0,4.0,3.0,1.0,0.30434782608695654,0.0,0.0,0.0,0.0,174.43909805885784,6.015141312374408,1.7732356936539795,19.52313684177463,8.293382963343502,4.008001985654544,0.5862068965517241,3.1096811294555664,3.595231294631958,1.0,1.0,0.00015672596920059272,0.9998432740307994,5.124587030074692e-05,0.9998432659988291,-0.9997920201285284,2.142340964216331,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
CNC(=O)Cn1cc(-c2ccc3c(c2)C(F)CC32NC(=O)N(CC(=O)N(Cc3ccc(F)cc3)[C@@H](C)C(F)(F)F)C2=O)cn1,618.5630000000003,618.201394444,44.0,3.5762000000000027,144.58539999999985,116.64,2.0,6.0,8.0,15.0,8.0,5.0,3.0,2.0,0.3448275862068966,0.0,0.0,0.0,0.0,247.34350940550902,5.6214433955797505,1.3850185721810848,30.631693214805114,11.353785919125439,5.60532887139902,0.38636363636363635,1.893380880355835,8.267020225524902,1.0,2.0,0.8804145610727155,0.11958543892728446,3.11443683896002e-06,0.11958269692320217,-0.1195795824863632,3.520887216685989,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Cc1cccc2c(C(=O)O)cc(-c3cccs3)nc12,269.32500000000005,269.051049592,19.0,3.969920000000002,76.75230000000002,50.19,1.0,3.0,4.0,4.0,2.0,3.0,3.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,113.7158131896872,5.985042799457221,2.3824215237275865,11.866093254866454,4.478070493245692,1.998719311297694,0.7894736842105263,4.369404315948486,1.341962456703186,1.0,1.0,8.740927408671156e-07,0.9999991259072591,0.0009311073454633799,0.9999991250926265,-0.999068017747163,-2.0885224864616116,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
CCOC(=O)c1ccc(N2C(=O)c3[nH]nc(-c4ccc(OC)cc4)c3C2c2ccc(C)cc2)cc1,467.5250000000002,467.18450628,35.0,5.320220000000004,132.80569999999994,84.52,1.0,5.0,6.0,7.0,6.0,5.0,4.0,1.0,0.17857142857142858,0.0,0.0,0.0,0.0,202.85867968460624,5.795962276703036,1.6156448873166294,22.404587161470097,9.099266918909994,3.9483236437981533,0.6571428571428571,1.31187903881073,11.872174263000488,1.0,1.0,0.999965469610154,3.4530389846021414e-05,8.163542992701133e-07,3.371406306945241e-05,-3.2897708770182295e-05,5.3202050033833155,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
CC1Oc2cc3c(-c4c(O)cc(O)c5c(O)c6c(cc45)OC(C)C(C)C6=O)c(O)cc(O)c3c(O)c2C(=O)C1C,546.5280000000002,546.1525970319999,40.0,5.093000000000007,144.0477999999999,173.98,6.0,10.0,16.0,10.0,1.0,6.0,4.0,2.0,0.26666666666666666,0.0,0.0,0.0,0.0,226.8051223982164,5.6701280599554105,1.7579723405848497,25.41991268229358,8.317749772859347,3.2180293058201292,0.5,,4.320600509643555,0.0,6.0,0.0008322214973031095,0.9991677785026969,0.0,0.9991677785026969,-0.9991677785026969,2.0132389299615414,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
CN1CCCC1CCOC(c1cc2nccc(C(=O)O)c2[nH]1)c1ccccc1Cl,413.9050000000001,413.15061930800005,29.0,4.504800000000003,112.56900000000002,78.44999999999999,2.0,4.0,6.0,7.0,7.0,4.0,3.0,1.0,0.36363636363636365,0.0,0.0,0.0,0.0,174.01001911412894,6.000345486694101,1.6479453492896425,19.88698649368336,8.530452385652833,4.148386111860502,0.5172413793103449,10.386019706726074,1.9078649282455444,3.0,2.0,3.3219688232111192e-09,0.9999999966780312,0.99896835085526,0.9999967799432199,-0.001028429087959859,-3.973804447733782,1.0,1.0,1.0,0.0,0.0,1.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
CCOC(=O)Nc1cc(-c2ccc(C)c(NS(C)(=O)=O)c2)nn2c(C)nnc12,404.45200000000017,404.1266741200001,28.0,2.34804,104.80320000000003,127.58,2.0,8.0,10.0,11.0,5.0,3.0,3.0,0.0,0.29411764705882354,0.0,0.0,0.0,0.0,161.52772907598379,5.7688474669994205,2.1147284545830782,19.54879460630084,7.426354588204365,4.19471404341431,0.5357142857142857,4.455883026123047,7.178678035736084,6.0,2.0,0.3748579986319445,0.6251420013680555,0.0011360288865149527,0.6247156675257082,-0.6235796386391932,1.9219067821546667,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
CCCCC1CCC(C(=O)Nc2ccc(S(=O)(=O)Nc3nccs3)cc2)CC1,421.58800000000014,421.1493837240001,28.0,4.879000000000004,112.96720000000005,88.16,2.0,5.0,7.0,8.0,8.0,3.0,2.0,1.0,0.5,0.0,0.0,0.0,0.0,170.37906304142737,6.084966537193835,1.5336894219893857,20.79528485900116,9.515238799791597,5.543997618669362,0.39285714285714285,4.598063945770264,6.374258518218994,3.0,2.0,0.08599223198234789,0.9140077680176522,0.0015753579068435932,0.913872085726902,-0.9122967278200584,3.8134592214810987,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
Cc1ccc(NC(=O)N2CCN(c3nc(N)nc4sc(-c5cccnc5)nc34)CC2)cc1,446.5400000000002,446.16372832400003,32.0,3.3930200000000017,126.83709999999999,113.16000000000001,2.0,8.0,10.0,10.0,3.0,5.0,4.0,1.0,0.22727272727272727,0.0,0.0,0.0,0.0,188.5009751114794,5.890655472233731,1.3250881696585335,20.131619810848182,8.386767099155096,4.0402419392100875,0.65625,5.543878555297852,12.36094856262207,7.0,3.0,0.986252852240609,0.01374714775939101,0.013736357305592202,1.094073970867827e-05,0.013725416565883523,3.387008272197774,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CCN(CC)S(=O)(=O)c1ccc(N2CCCC2)c(NS(=O)(=O)c2ccccc2)c1,437.5870000000001,437.144298344,29.0,3.118100000000001,115.24630000000003,86.78999999999999,1.0,5.0,6.0,9.0,8.0,3.0,2.0,1.0,0.4,0.0,0.0,0.0,0.0,172.99328439604952,5.965285668829294,2.0677497643873206,21.60509213251757,8.725370433762041,4.569524742016487,0.41379310344827586,4.7334418296813965,8.552090644836426,2.0,1.0,0.9321737331969794,0.06782626680302062,0.002150339060031851,0.06581745759288281,-0.06366711853285095,3.0875968612136795,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CCN(CC)S(=O)(=O)c1ccc(N2CCCC2)c(NS(=O)(=O)c2ccc(C)cc2)c1,451.61400000000015,451.159948408,30.0,3.426520000000002,119.98330000000004,86.78999999999999,1.0,5.0,6.0,9.0,8.0,3.0,2.0,1.0,0.42857142857142855,0.0,0.0,0.0,0.0,179.35822651044617,5.9786075503482055,2.0620323539405434,22.582207134148387,8.950743795913711,4.62879416351273,0.4,4.729096412658691,8.66995906829834,2.0,1.0,0.9470088441662794,0.052991155833720605,0.0021289762878724883,0.050970694946766225,-0.04884171865889374,3.4028740349216244,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CC(C)(C)OC(=O)N1CCN(c2ccc(NCc3ccc(-c4ccc(C#N)cc4)o3)cc2)CC1,458.56200000000024,458.23179081999996,34.0,5.487480000000005,132.64769999999996,81.74,1.0,6.0,7.0,7.0,5.0,4.0,3.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,200.08562943556947,5.884871453987337,1.2725667153113926,23.24532564052702,9.918812738613683,5.8994761564022316,0.5,6.641374588012695,13.842085838317871,2.0,1.0,0.8515483709998116,0.14845162900018838,0.14845132130303096,3.613383064624602e-07,0.1484509599647245,5.417689322482591,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
C[C@H]1CN(C(=O)c2nn(C)c3ccccc23)C[C@@H]1c1nc(-c2cccnc2)no1,388.4310000000001,388.16477388000004,29.0,2.894000000000001,106.05150000000002,89.94000000000001,0.0,7.0,7.0,8.0,3.0,5.0,4.0,1.0,0.2857142857142857,0.0,0.0,0.0,0.0,166.7092384505009,5.748594429327617,1.395717783245043,17.541830704973176,6.804888709777418,2.9666458925285917,0.6896551724137931,3.1809258460998535,,4.0,0.0,0.999939619094417,6.0380905583024e-05,6.038090558301517e-05,0.0,6.038090558301517e-05,2.893973776114175,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NS(=O)(=O)c1ccc(Cc2c(-c3cccc(-c4ccccc4)c3)nn(-c3nc(C(=O)O)cs3)c2CC2CC2)cc1,570.696,570.1395473120001,40.0,5.551700000000004,154.11649999999972,128.17000000000002,2.0,7.0,9.0,10.0,9.0,6.0,5.0,1.0,0.16666666666666666,0.0,0.0,0.0,0.0,235.3672686265899,5.884181715664747,1.5097159905910076,26.120627908134548,10.455930058762108,5.463253484492064,0.7,4.161532402038574,3.291433334350586,3.0,3.0,7.783031548628612e-05,0.9999221696845138,0.0005771406718374401,0.9999221247395336,-0.9993449840676961,1.4428487908711762,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
Cc1ccc(S(=O)(=O)Nc2ccccc2C(=O)Nc2nc(-c3ccccc3)co2)cc1,433.48900000000015,433.109627088,31.0,4.703120000000003,118.32169999999998,101.3,2.0,5.0,7.0,8.0,6.0,4.0,4.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,179.3685695711805,5.78608288939292,1.5500957240622744,20.366330529846152,8.448803394014417,4.645447893347589,0.7419354838709677,4.302769184112549,7.453583717346191,3.0,2.0,0.530382204712543,0.46961779528745695,0.0007987707327265066,0.46919380283240963,-0.46839503209968314,4.427708944271539,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Cc1ccc(S(=O)(=O)Nc2cnccc2C(=O)Nc2nc(-c3cc4ccccc4o3)cs2)cc1,490.5660000000002,490.07694705600005,34.0,5.312820000000003,131.49969999999993,114.19,2.0,7.0,9.0,10.0,6.0,5.0,5.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,198.91024535427368,5.850301333949226,1.3631546431077268,21.806282884264224,8.72959587687446,4.407266174976095,0.7647058823529411,4.248267650604248,5.057594299316406,4.0,2.0,0.004521874497669331,0.9954781255023307,0.0007046306424661426,0.9954749370042848,-0.9947703063618186,2.968138504553783,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
Cc1ccc(S(=O)(=O)Nc2ccccc2C(=O)Nc2ccc(-c3ccccc3)nc2)cc1,443.52800000000013,443.13036253200005,32.0,5.110120000000004,126.05569999999999,88.16,2.0,4.0,6.0,7.0,6.0,4.0,4.0,0.0,0.04,0.0,0.0,0.0,0.0,186.57424030710368,5.83044500959699,1.531216133845624,21.269223651100592,9.032136409763392,4.84273524075519,0.75,4.64585542678833,7.804959774017334,3.0,2.0,0.7163112490731564,0.28368875092684365,0.0017582925578660236,0.28242704774516797,-0.28066875518730194,4.9652217714462665,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
S=C(NCCCc1cnc[nH]1)NCCCN(Cc1ccc(Cl)c(Cl)c1)c1ccc(Br)cn1,556.3610000000001,554.04218326,32.0,5.367600000000004,139.57809999999986,68.87,3.0,4.0,7.0,10.0,11.0,3.0,3.0,0.0,0.3181818181818182,0.0,0.0,0.0,0.0,211.80600317373424,6.618937599179195,1.4472468857654408,24.766158602874704,12.986646847558358,8.238988761675262,0.53125,7.041227340698242,13.669428825378418,4.0,3.0,0.6955302596685321,0.3044697403314679,0.3044693663180321,5.377382643562966e-07,0.30446882857976776,5.20991602911052,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
Fc1ccc(Nc2ccnc(-c3ccncc3)n2)cc1F,284.269,284.08735276,21.0,3.5604000000000013,74.90370000000001,50.7,1.0,4.0,5.0,6.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,119.08546846392507,5.670736593520242,1.8788715447799804,13.10974753475477,5.619781097054679,2.995876879631999,0.8571428571428571,3.8019442558288574,12.382855415344238,4.0,1.0,0.9997373480260937,0.0002626519739062916,0.0002522520418654942,1.0402556106688386e-05,0.00024184948575880583,3.560285916714317,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Cc1ccc(CNc2ccccc2C(=O)Nc2nc(-c3ccccc3)cs2)cc1,399.51900000000006,399.140533292,29.0,5.982920000000004,120.45089999999999,54.02,2.0,4.0,6.0,5.0,6.0,4.0,4.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,173.8187697994967,5.993750682741266,1.4631523670839834,18.90171315585058,8.710967007149424,4.701979547655432,0.7931034482758621,4.3848676681518555,8.040727615356445,3.0,2.0,0.813080908256246,0.18691909174375398,0.0009648247771089363,0.18613385352038023,-0.1851690287432713,5.8930537636271705,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
