smiles,SARSCoV2_3CLPro_Diamond
Cc1ccc(C(N)=O)c(F)c1,0
COC(=O)c1ccc(S(N)(=O)=O)cc1,1
Cc1cc(F)cc(S(N)(=O)=O)c1,0
CN(C)C(=O)c1ccc(F)cc1Br,0
CCC(=O)Nc1cccc(N)c1C,0
NC(=S)Nc1ccccc1OC(F)(F)F,0
CC(NC(=O)CCl)c1cccc(Cl)c1,1
CCN(C)C(=O)c1cccc(N)c1,0
CC(=O)Nc1cc(C(N)=O)cc(C(N)=O)c1,0
COCC(=O)Nc1ccccc1,0
Cc1ccc(CS(N)(=O)=O)cc1F,0
CCS(=O)(=O)Nc1ccccc1F,0
COc1cc(NC(C)=O)c(OC)cc1Cl,0
COC(=O)c1cccc(NS(C)(=O)=O)c1,1
CC(=O)NCc1ccc(S(N)(=O)=O)cc1,1
CC(=O)NC(Cc1ccc(O)cc1)C(=O)NCC#CBr,1
NS(=O)(=O)c1ccc(Br)cc1,1
CS(=O)(=O)NCCc1ccccc1,1
CCC(=O)Nc1ccc(C)cc1O,0
CN(CC(=O)O)C(=O)c1ccc(F)cc1,0
NS(=O)(=O)c1ccc(I)cc1,0
CS(=O)(=O)Nc1ccc(C(N)=O)cc1,0
COc1cc(C(=O)O)cc(OC)c1OC,0
Cc1cc(F)ccc1CS(N)(=O)=O,0
CNC(=O)NCc1c(F)cccc1Cl,0
Oc1ccccc1,0
CC(=O)Nc1ccc(CC(N)=O)cc1,0
NCc1ccccc1OC(F)(F)F,0
NC(=O)c1ccc(I)cc1,0
COc1cc(CN)cc(OC)c1OC,0
CS(=O)(=O)c1ccc(Br)cc1,0
COc1cc(Br)ccc1O,0
N#Cc1cc(Br)ccc1O,0
CN(Cc1cccc(F)c1)S(N)(=O)=O,0
CC(=O)Nc1cc(C(=O)O)ccc1F,0
COc1ccc(Br)cc1C#N,0
COc1cc(Br)ccc1CO,0
CC(=O)N[C@@H](Cc1ccccc1)C(=O)NCC#CBr,0
COc1ccc(C)cc1NC(=O)CN,0
CC(=O)c1ccc(OC(F)F)cc1,0
CC(=O)NCCCC[C@H](NC(C)=O)C(=O)NCc1ccc(Br)cc1,0
CC(=O)Nc1ccc(Br)cc1,0
O=C([O-])c1ccccc1OC(F)(F)F,0
CCN(CC)c1cccc(O)c1,0
CC(=O)N(C)c1ccccc1C(=O)O,0
CC(=O)NCCc1ccc(S(N)(=O)=O)cc1,0
COc1ccc(Br)cc1CNC(C)=O,0
CCOC(=O)NCc1ccccc1,0
CCOc1ccc(CC(=O)O)cc1,0
CC(=O)Nc1cccc(C(=O)O)c1C,0
CCN(CCO)c1ccc(N)cc1,0
CC(=O)NCCc1ccccc1C,0
Cc1ccc(S(=O)(=O)N(C)CCC#N)cc1,0
CN(C)Cc1ccc(C#N)cc1,0
CC(=O)Nc1ccccc1O,0
CNc1ccccc1S(C)(=O)=O,0
CNCc1ccc(C(F)(F)F)cc1,0
O=C([O-])COCc1ccccc1,0
Cc1ccccc1CC(N)=O,0
CC(=O)Nc1ccccc1CC(=O)O,0
CC(C)C(=O)Nc1cccc(C#N)c1,0
CC(CO)(CO)NC(=O)Nc1ccccc1,0
Cc1ccc(CN(C)C(=O)CCl)c(C)c1,0
CC(C)(CO)NC(=O)c1cccc(Cl)c1,0
COCC(=O)Nc1ccc(O)cc1,0
COCC(=O)Nc1ccccc1C(N)=O,0
N#CCC(=O)Nc1ccc(Cl)cc1,0
Cc1cc(C)c(C(C)NC(=O)CCl)cc1C,0
COC(=O)c1ccc(NC(=O)C(F)(F)F)cc1,0
CN(CCO)S(=O)(=O)c1ccc(N)cc1,0
COCC(=O)NCc1ccccc1,0
COCC(=O)Nc1cccc(NC(C)=O)c1,0
CN(Cc1cccc(C(F)(F)F)c1)C(=O)CCl,0
COC(=O)COc1ccc(C#N)cc1,0
Cc1ccccc1OCC(=O)N(C)C,0
CC(=O)c1cccc(NC(=O)C(F)(F)F)c1,0
CC(C)(C)c1ccc(C(=O)NNC(=O)CCl)cc1,0
CC(NC(=O)CCl)c1ccc(Cl)cc1,0
CNC(=O)c1ccc(CS(C)(=O)=O)cc1,0
Cc1c(Cl)cccc1NC(=O)CN,0
O=C(Nc1cccc(Cl)c1)C(F)(F)F,0
COCC(=O)Nc1c(C)cc(C)cc1C,0
CC(=O)Nc1ccc(NC(=O)CC(C)C)cc1,0
COc1ccc(Cl)cc1C(=O)NCC(C)C,0
CCC(=O)Nc1ccc(S(N)(=O)=O)cc1,0
CCNC(=O)c1ccc(N(C)C)c(F)c1,0
CCOc1ccc(NC(=O)NC(C)(C)C)cc1,0
CCOC(=O)c1ccc(F)cc1F,0
COCC(=O)NCc1ccc(C)cc1,0
C[C@H](O)CNCc1c(Cl)cccc1Cl,0
CNS(=O)(=O)c1ccccc1Cl,0
CC(C)(C(N)=O)c1ccccc1,0
COc1ccc(CNC(=O)CC#N)cc1,0
CC[C@H](CO)NC(=O)Nc1ccc(Cl)cc1,0
CN(C)C(=O)CNc1ccccc1,0
CCNC(=O)c1ccc(NS(C)(=O)=O)cc1,0
Cc1cc(C)c(NC(=O)CCl)c(Cl)c1,0
CNS(=O)(=O)c1cccc(C)c1F,0
CCNc1ccc(S(C)(=O)=O)cc1F,0
CCN(CC)S(=O)(=O)c1ccc(C)cc1,0
CCOc1ccc(C(C)N)cc1,0
COc1cccc(C(N)CC(=O)O)c1,0
C[C@H](O)CNC(=O)Nc1ccccc1,0
CC(Oc1ccc(C#N)cc1)C(N)=O,0
CNCc1cccc(Cl)c1,0
CNC(=O)c1ccc(S(N)(=O)=O)cc1,0
COc1ccc(NC(=O)CN)cc1,0
CCOC(=O)Nc1cccc(Cl)c1,0
COc1ccc(C(=O)NCC(N)=O)cc1,0
CCC(C)NC(=O)c1ccccc1N,0
CS(=O)(=O)CC(O)c1ccccc1,0
CC(Oc1ccc(Cl)cc1)C(N)=O,0
COc1ccc(C(N)C(=O)O)cc1,0
CC(C)(CO)NC(=O)Nc1ccc(Cl)cc1,0
CNC(C)c1ccc(F)cc1,0
CC(O)COc1cccc(F)c1,0
CC(Cc1ccc(Br)cc1)C(N)=O,0
CC(CS(N)(=O)=O)c1ccccc1,0
CC(NS(C)(=O)=O)c1ccccc1Cl,0
COc1ccc(NC(=O)Nc2cccs2)cn1,0
NC(=O)c1cc(N2CCCC2)ccn1,0
COC(=O)c1ccc(NC(=O)C2CCCC2)cc1,0
COc1ccc(C(=O)Nc2ccccc2F)cc1,0
Cc1ccc(NC(=O)c2ccccc2C)c(O)c1,0
COc1cccc(C(=O)Nc2ccccc2F)c1,0
O=C(Nc1ccc(O)cc1)c1ccc(Cl)cc1,0
Cc1ccc(NC(=O)c2cccc(F)c2)cc1O,0
Cc1cccc(C(=O)Nc2ccc(C)cc2O)c1,0
C(#Cc1ccccc1)CN1CCCCC1,0
CC(=O)N1[C@@H]2CC[C@H]1c1cccnc1C2,0
c1cnc2c(c1)[C@@H]1CC[C@H](C2)N1,0
CC(=O)N1CCC(NCCc2ccccc2)CC1,0
O=C(COc1ccccc1)NC1CCCCC1,0
c1ccc(CCNc2nc3ccccc3[nH]2)cc1,0
CC1CCN(Cc2c[nH]c3ccccc23)CC1,0
CCC(=O)Nc1c(C(N)=O)oc2ccccc12,0
CC(=O)NC(C(=O)O)C1CCOCC1,0
NC(=O)C(O)C1CCOCC1,0
CNC1(CO)CCOCC1,0
CC(C)(O)CNC1CCOCC1,0
CS(=O)(=O)c1nccn1Cc1cscn1,0
Cc1ccccc1OCC(=O)Nc1ccccc1,0
O=C(COc1ccccc1)Nc1ccccc1O,0
O=C(COc1ccccc1)Nc1cccc(F)c1,0
c1ccc(-c2ccc(-n3cnnn3)cc2)cc1,0
CC1C(O)CCCN1Cc1ccccc1,1
COc1cccc(CN2CCC(C(N)=O)CC2)c1,0
CCOC(=O)c1ccoc1,0
CN(C)Cc1ccc(C(=O)O)o1,0
Cc1ccccc1CNc1nnnn1C,0
COc1ccc2cn[nH]c(=O)c2c1OC,0
Cc1cnc(N2CCNCC2)s1,0
Nc1cc(=O)[nH][nH]1,0
Cc1[nH][nH]c(=O)c1CCO,0
Cc1c(C(=O)NCC2CCC2)cnn1C,0
Cc1cccc(N2CCNC(C)C2)n1,0
Cc1nccn1Cc1cccc(C#N)c1,0
CC(C)(C)OC(=O)N1CCCC1(C)C(N)=O,0
CS(=O)(=O)N1CCC[C@@H]1CN,0
COC(=O)[C@@H]1C[C@H](C)CN1C(C)=O,0
COC(=O)C1(C)CCCN1C(C)=O,0
CC(=O)N1C[C@@H](C(=O)OC(C)(C)C)C[C@@H]1C,0
COC(=O)C1(C)CCCN1S(C)(=O)=O,0
C[C@H]1C[C@H](C(=O)OC(C)(C)C)CN1S(C)(=O)=O,0
COC(=O)[C@@H]1CCN(C(C)=O)[C@H]1C,0
CC(=O)N1C[C@H](O)C[C@@H]1C(=O)O,0
CC1(C)CCCN1CCN,0
COCC1(C)CCCN1,0
C[C@H]1C[C@H](C(=O)OC(C)(C)C)CN1,0
CC(=O)N1CCCC1(C)C(=O)O,0
CC1(C(N)=O)CCCN1S(C)(=O)=O,0
C1CCNC1,0
CN1CCC[C@@H]1CO,0
CC(C)(O)CN1CC[C@H](N)C1,0
CC1(C(=O)O)CCCN1S(C)(=O)=O,0
C[C@H]1C[C@H](C(=O)OC(C)(C)C)CN1C,0
COC(=O)C1(C)CCCN1,0
CC1(C(N)=O)CCCN1,0
CCC(=O)NC1CCNC1,0
CC1(C#N)CCCN1S(C)(=O)=O,0
CC(C)(N)CN1CCCC1,0
COCC1(C)CCCN1C(=O)OC(C)(C)C,0
CC(C)NC(=O)c1ccc2ccccc2n1,0
O=C(NO)c1ccc2ccccc2n1,0
O=C(CC1CCCCC1)Nn1cnnc1,0
O=C1NCCN1,0
CC1CCN(C(=O)CCCc2ccccc2)CC1,0
Cn1ncc(Cl)c1C(=O)N1CCCCC1,0
CCCn1nnnc1NC(=O)c1ccco1,0
Cn1cc(C(=O)O)c(-c2ccncc2)n1,0
CCc1csc(-c2c[nH]cn2)n1,0
Cc1ccccc1OCC(=O)Nc1ncccn1,0
Cc1csc(CNC(=O)C2CCC2)n1,0
O=C(Nc1nccs1)[C@@H]1C[C@H]1c1ccccc1,0
O=C(NCCc1ccncc1)NC1CCCCC1,1
O=C(Nc1ccccc1)Nc1cccnc1,1
CC(=O)N1CCC(c2c[nH]c3ccccc23)CC1,0
CCN1N=C(C(F)(F)F)CC1=O,0
O=C(NCCc1ccc(F)cc1)c1ccco1,0
Cc1ccc(CNC(=O)C2CCC2)cn1,0
COc1ncccc1C12CC1CCN2C(C)=O,0
COc1ncccc1C12CC1CCN2S(C)(=O)=O,0
CCCc1nnc(NC(=O)c2ccccn2)s1,0
Cc1nsc(N2CCOC(C)C2C)n1,0
NC(=O)C1CCCn2ccnc21,0
CS(=O)(=O)NC1(C(=O)O)CCCCC1,0
COC(=O)CNC(=O)C1CCCCC1,0
CNC1CCCCC1S(C)(=O)=O,0
NC(=O)C1CCC(F)(F)CC1,0
CNCCC1CCCCC1,0
CNS(=O)(=O)CC1CCCCC1,0
N#CCC(=O)NC1CCCCC1,0
CC(=O)NC1CCC(N)CC1,0
Cc1ccc(C)c(OC(=O)c2ccncc2)c1,0
COc1ccc(C23CC2CCN3c2cccnc2)cc1,0
Cc1ccc(CC(=O)NC[C@@H]2CCCO2)cc1,0
Cn1cc(Oc2ncncc2Cl)cn1,0
Cc1ccc(Nc2ncnc3[nH]ncc23)cc1,0
O=S1(=O)CC(O)C1,1
O=S1(=O)CCC1,0
Cc1nn(C)c2c(O)nncc12,0
c1csc(CNCc2ccncc2)c1,0
COC(=O)[C@H]1CCC[C@H]1c1ccsc1,0
NC(=O)[C@H]1CCC[C@H]1c1ccsc1,1
O=C(O)[C@H]1CCC[C@H]1c1ccsc1,0
CCc1ccc(-c2nc(N)sc2C)cc1,0
CC(=O)Nc1ccc(-c2csc(N)n2)cc1,0
COCC(=O)Nc1nc(-c2ccccc2)cs1,0
COC(=O)Nc1sc(C)nc1-c1ccccc1,1
Cc1nccn1CC(C)O,0
CC(C)n1cnc(S(N)(=O)=O)c1,0
Cn1cnc(N)c1,0
CC(C)c1nccn1CC(=O)O,0
CC(=O)NCc1ncc[nH]1,0
N#Cc1c[nH]cn1,0
CN(C)C(=O)OCCn1ccnc1,0
CCn1cc(CNC(=O)c2cccnc2)cn1,0
Nc1ccc(S(=O)(=O)Nc2ccccc2)cc1,0
Cc1ncsc1C(=O)N1CCNC(=O)C1,0
c1cnc(N2CCC3(CCOC3)C2)cn1,0
CCC(=O)Nc1ccc2[nH]c(=O)[nH]c2c1,0
COC(=O)C1(Cc2ccc(F)cc2)CCCO1,0
O=C(CCl)NC1CCOc2ccccc21,0
O=C(c1ccco1)N1CCN(C(=O)C2CC2)CC1,0
CN1CCC[C@@H](OC(=O)c2ccco2)C1,0
CC(C)NC(=O)CN1CCCNCC1,0
CC(=O)N1CCCNCC1,0
O=C(NC1CCN(C(=O)CCl)CC1)c1ccccc1,1
Cc1ccccc1C(=O)NC1CCN(C(=O)CCl)CC1,0
O=C1CCON1,0
CNS(=O)(=O)Cc1cc(C)on1,0
Cc1cc(C(=O)NC(C)C)on1,0
N#Cc1ccon1,0
COCc1cc(C(N)=O)no1,0
CCNC(=O)Nc1cc(C)on1,0
CCN(CC)C(=O)c1cc(C)no1,0
COC(=O)CNC(=O)c1cc(C)on1,0
Cc1noc(C)c1CC(C)C(=O)N(C)C,0
Brc1cnoc1,0
NC(=O)c1c[nH]c(C2CC2)n1,0
c1cc(-c2ccc3c(c2)OCO3)n[nH]1,0
CC(N)C(=O)Nc1cc(C(F)(F)F)n[nH]1,0
CCn1ccc(CNC)n1,0
CC(C)NC(=O)N(C)Cc1cnn(C)c1,0
CC(C)NC(=O)c1cc[nH]n1,0
Cc1nn(C)c(C)c1NC(=O)CC#N,0
Brc1cn[nH]c1,0
OCc1cc[nH]n1,0
CC(=O)NCc1cn[nH]c1,0
CCOC(=O)c1cn[nH]c1,0
Cc1nn(C)c(C)c1CC(N)=O,0
CC(=O)Nc1cc(C)n[nH]1,0
CC(C)(C)NC(=O)Cn1ccc(C(F)(F)F)n1,0
Cc1cc(C(=O)NC(C)C)nn1C,0
CC(O)CCn1cccn1,0
Cc1n[nH]c(C)c1S(=O)(=O)N(C)C,0
CNC(C)c1cnn(C)c1,0
OCCn1cc(Br)cn1,0
Ic1cn[nH]c1,0
NC(=O)c1cnn(CCO)c1,0
Cn1cc(C(N)=O)c(C(F)F)n1,0
CCn1cc(CCO)cn1,0
CNC1CCCN(c2ccccc2)C1=O,0
Cc1ccc(CC(=O)Nc2nccs2)cc1,0
COCc1cccc(C23CC2CCN3C)n1,0
COCc1cccc(C23CC2CCN3C(C)=O)n1,0
CC(=O)N1CCC2CC21c1ncc(F)cc1C,0
Cc1cc(F)cnc1C12CC1CCN2S(C)(=O)=O,0
CN(CC1CCOC1)c1ncncc1Cl,0
CCOC(=O)C1CCN(c2cnccn2)CC1,0
Oc1ccccc1CN1CCc2ccccc2C1,0
Oc1ccc(CN2CCc3ccccc3C2)cc1,0
c1ccc(CN2CCC(n3cccc3)CC2)cc1,0
CCOC(=O)c1cc(-c2ccc(C)cc2)no1,0
CNC(=O)c1c(-c2ccc(F)cc2)noc1C,0
NCc1cc(-c2ccccc2)no1,0
CCOC(=O)c1cc(-c2ccc(F)cc2)no1,0
C[C@@H]1[C@H](C(=O)N2CCCC2)CCCN1S(C)(=O)=O,0
Fc1ccc(CNC[C@H]2CCCO2)cc1,0
Cc1ccc(CN(C)Cc2ccccc2)o1,0
Fc1cccc(CNCc2ccco2)c1,1
CN1CCN(C(=O)C2CCCO2)CC1,0
O=C(CCl)N1CCN(Cc2ccsc2)CC1,1
CS(=O)(=O)N1CCN(Cc2ccco2)CC1,0
Cn1ccc(NCc2ccccc2)n1,0
CC1CCCCN1C(=O)c1cnccn1,0
N=C1NCCCN1,0
CC(=O)N1Cc2ccc(N)cc2C1,0
Cc1nc(CC(=O)N2CCOCC2)cs1,0
CC(N)c1nc(Cc2ccccc2)no1,0
Oc1ncc(NC2CCCCC2)c(O)n1,0
CC(N)c1cn(-c2ccccc2)nn1,0
OCc1cn(-c2ccc(Cl)cc2)nn1,0
O=C(c1csnn1)N1CCOCC1,0
CC(C)c1ccc(C(=O)Nc2ccccn2)cc1,0
CC1=NN(c2ccccc2)C(=O)C1,0
Cc1ccc(N(C(=O)CCl)C2C=CS(=O)(=O)C2)cc1,1
O=C(CCl)N(c1ccc(F)cc1)C1C=CS(=O)(=O)C1,1
O=C(CCl)N(c1ccccc1)C1C=CS(=O)(=O)C1,1
Cc1csc(NC(=O)C2CCOCC2)n1,0
N[C@H]1CCN(S(=O)(=O)c2ccccc2)C1,0
O=C(NCCc1ccncc1)c1ccccc1F,0
Cc1csc(NCC2CCCO2)n1,0
O=C(NCCc1ccc(O)cc1)c1ccccn1,0
Cc1cc(C(=O)NCC2CCOC2)on1,0
CN(C)c1ccc(CNn2cnnc2)cc1,0
CC(=O)N1CCCC(C(=O)O)(c2ccc(C)cc2)C1,0
NCC1(c2ccc(F)cc2)CCCNC1,0
NC(=O)C1(c2ccc(F)cc2)CCCNC1,0
COC(=O)C1(c2ccc(F)cc2)CCCNC1,0
COC(=O)C1(c2ccc(C)cc2)CCCNC1,0
OCC1CN(Cc2ccccc2)CCO1,0
Fc1cccc(CN2CCOCC2)c1,0
Clc1cccc(CN2CCOCC2)c1,1
CC(=O)Nc1ccc(CN2CCOCC2)cc1,0
COc1ccc(CN2CCOCC2)cc1OC,0
CC1COCCN1Cc1ccccc1F,0
Oc1ccccc1CN1CCOCC1,0
FC(F)(F)c1ccc(CN2CCOCC2)cc1,0
CS(=O)(=O)NC1CCCC1,0
CC(=O)NCC1(O)CCCC1,0
CNC1(C(N)=O)CCCC1,0
CC(NC(=O)C1CCCC1)C(=O)O,0
OCC1CCN(c2ncccn2)CC1,0
COCc1nnc(N)s1,0
CCc1nnc(NC(=O)C(F)(F)F)s1,0
COCC(=O)Nc1nnc(C)s1,0
C[C@@H]1C[C@H]1C(=O)NCCc1ccc(Cl)cc1,0
O=C(CCl)N1CCN(S(=O)(=O)c2ccccc2F)CC1,1
O=C(CCl)N1CCN(S(=O)(=O)c2c(F)cccc2F)CC1,1
O=C(CCl)N1CCN(S(=O)(=O)c2ccc(Cl)cc2)CC1,1
Cc1ccc(C)c(S(=O)(=O)N2CCN(C(=O)CCl)CC2)c1,1
Cc1ccc(S(=O)(=O)N2CCN(C(=O)CCl)CC2)cc1,0
Cc1ccc(S(=O)(=O)N2CCN(C(=O)CCl)CC2)c(C)c1,0
O=C(CCl)N1CCN(S(=O)(=O)c2cccc(F)c2)CC1,1
N#Cc1ccccc1S(=O)(=O)N1CCN(C(=O)CCl)CC1,1
Fc1cccnc1NCC1CCOCC1,0
CC(=O)N1CCCC2(CCCCCC2)C1,0
NC(=O)C12CC1CCN2S(=O)(=O)c1ccccc1,0
CCc1ccc(OCC(=O)N2CCCCC2)cc1,0
Cc1occc1C(=O)Nc1ccncc1,0
Oc1ccc(CNC2CCCCC2)cc1,0
COC(=O)Nc1nc2c(C)cccc2s1,0
COc1cccc2sc(NC(=O)CCl)nc12,1
COc1ccc2sc(N)nc2c1,0
FCC1(c2ccccn2)CCOCC1,0
OCC1(c2ccccn2)CCOCC1,0
Cc1nc(C(=O)N2CCCC2)c(C)s1,0
OC1CCN(Cc2ccsc2)CC1,1
NC1CCNC1=O,0
O=C1CCCN1,0
COc1ccc(NCc2ccc(F)cc2)cc1,0
COc1ccc(NC(=O)Nc2ccncc2)cc1,0
CC1CN(C)CCC1Nc1cnn(C)c1,0
Cc1cc(NC(=O)CSc2ccccc2)no1,0
CN(C(=O)[C@H]1CC1(C)C)c1cccnc1,0
CC(N)c1ccc(NC(=O)C2CC2)cc1,0
CC(=O)Nc1ccc(NC(=O)[C@H]2CC2(C)C)cc1,0
c1cnc(NC2CCCCCC2)nc1,0
O=C(CCC1CCCCC1)N1CCOCC1,0
Cc1ccc(NC(=O)C2CCCO2)nc1,0
Cc1cc(N(C)C2CC(O)C2)nc(C)n1,0
COc1ccccc1C12CC1CCN2S(C)(=O)=O,0
CNC(=O)C1CCCc2sc(C)nc21,0
Cc1nc2ccccc2n1CCC(N)=O,0
CC(C)C(=O)NCc1nc2ccccc2[nH]1,0
CCn1c(NC(C)=O)nc2ccccc21,0
CC(C)Nc1nc2ccccc2[nH]1,0
CCCn1c(NC(=O)CC)nc2ccccc21,0
COCC(=O)NCc1nc2ccccc2[nH]1,0
CCCC(=O)NCc1nc2ccccc2[nH]1,0
CS(=O)(=O)Cc1nc2ccccc2[nH]1,1
O=C(Cc1ccc(F)cc1)Nc1ccc(F)cc1,0
O=C(NCc1nc2ccccc2[nH]1)c1ccco1,0
O=C(CCl)N1CCC(C(=O)N2CCCCCC2)CC1,0
c1cc(NCC2CCCO2)ccn1,0
Cc1nnn[nH]1,0
COc1ccc(CNC2CCCC2)cc1,0
Cc1cccc(NC(=O)[C@@H]2CCCN2)n1,0
Cc1noc(NC(=O)CC2CCCC2)n1,0
O=C(CCl)Nc1cccc(C(=O)N2CCSCC2)c1,1
O=C(c1ccc(Cl)cc1)N1CCSCC1,0
O=C(CCl)N1CCN(C(=O)c2ccco2)CC1,0
NC(=O)CN1CCN(C(=O)c2ccco2)CC1,0
Cc1nnc(NC(=O)N2CCOCC2)s1,0
CC(=O)N[C@@H](CC1=C[NH2+]C=N1)C(=O)NCC#CBr,0
Cc1ccc(NC(=O)c2ccco2)cc1O,0
CNC(=O)c1ccccc1NC(=O)c1ccco1,0
O=C(CCl)N1CCN(C2CCS(=O)(=O)C2)CC1,0
CNCC1COc2ccccc2O1,0
COc1ccc(C(=O)C2CCNCC2)cc1,0
Clc1snnc1CN1CCOCC1,0
CC1CN(Cc2nnsc2Cl)C(C)CO1,0
NC(=O)c1ccccc1NC(=O)c1ccncc1,0
Cc1noc(C(N)C(C)C)n1,0
Nc1nccc(-c2ccc(Cl)cc2)n1,0
OCC1CC1,0
CC(=O)NC(C)(C(=O)O)C1CC1,0
N#CC1CC1,0
NC(=O)C1(N)CC1,0
NCC1CC1,0
CN(C)C(=O)C1(C(=O)O)CC1,0
CC(C)C(=O)Nc1nnn(C)n1,0
COCC1CN(c2ccccn2)CCO1,0
CC(=O)c1ccc(NC(=O)CN2CCCC2)cc1,0
O=C(CN1CCCC1)Nc1ccc(F)cc1,0
O=C(CN1CCCC1)Nc1cccc(Cl)c1,0
O=C(CCl)N1CCN(Cc2ccc(Br)s2)CC1,1
O=C(CCl)N1CCN(Cc2ccc(Cl)s2)CC1,1
O=C(CCl)N1CCN(Cc2cccs2)CC1,1
COc1ccc(C(N)c2ccccc2)cc1,0
CNC1CCCN(c2cccnn2)C1,0
O=C(NCCC1=CCCCC1)c1cnccn1,0
CC(C)C(=O)N1CCC(Cc2ccccc2)CC1,0
N#CCC(=O)N1CCC(Cc2ccccc2)CC1,0
CNC1CCN(c2ccccc2F)C1=O,0
COc1ccc(N2CC(C(N)=O)CC2=O)cc1,0
O=C(CCl)Nc1cccc(N2CCCC2=O)c1,1
CC(=O)NCCc1c[nH]c2ccc(F)cc12,1
COc1cccc2[nH]ccc12,0
CCNCc1cccc2[nH]ccc12,0
CNC(=O)c1cccc2cc[nH]c12,0
CC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCC#CBr,0
CC(=O)Nc1cccc2nonc12,0
CCCn1nccc1-c1ccncc1,0
CC(C)c1ccc(NC(=O)N2CCOCC2)cc1,0
CC(=O)c1cccc(NC(=O)N2CCOCC2)c1,0
O=C(Nc1ccc(O)cc1)N1CCOCC1,0
CCc1cc(=O)n2nc(NC)sc2n1,0
O=C(Nc1cccnc1)c1cnn2cccnc12,0
c1nc(CN2CCNCC2)cs1,0
O=c1cccn[nH]1,0
CCOc1cccc(C(=O)Nc2nnn(C)n2)c1,0
Cn1nnc(NC(=O)c2ccc(F)cc2)n1,0
COc1ccc(C)cc1NC(=O)Nn1cnnc1,0
CC(=O)NCCN1CCCCCC1,0
O=C(CCl)N1CCCC(c2nc3ccccc3s2)C1,1
O=C(CCl)NNC(=O)c1cc2c(s1)CCCC2,0
O=C(C1CC1)N1CCN(c2ccc(F)cc2)CC1,0
CC(=O)NC(C)c1nnc2ccccn12,0
Cc1nsc(N2CCCNCC2)n1,0
Cc1cccc(NC(=O)CN2CCOCC2)c1C,0
CC(=O)c1ccc(N2CCC(C(N)=O)CC2)cc1,0
Nc1cc(C(F)(F)F)ccc1N1CCCCC1,0
COc1cccc([C@@H]2CCOC[C@@H]2N)c1,0
COC(=O)[C@H]1COCC[C@H]1c1cccc(OC)c1,0
CC(=O)NCC1(c2ccccc2)CCOCC1,0
COc1cccc([C@@H]2CCOC[C@@H]2C(=O)O)c1,0
COc1ccc(C2(C(=O)O)CCOCC2)cc1,0
COC(=O)C1(c2ccc(OC)cc2)CCOCC1,0
COC(=O)C1(c2ccc(C)cc2)CCOCC1,0
Cc1nnc(N2CCCCC2)s1,0
Cc1csc(CNC(=O)c2cc[nH]n2)n1,0
O=S1(=O)CCCN1Cc1cccc(F)c1,0
