smiles,mol_weight,exact_mol_weight,heavy_atom_count,heteroatom_count,logp,tpsa,hbd,hba,total_hbond_donors_acceptors,rotatable_bonds,ring_count,aromatic_ring_count,aliphatic_ring_count,heterocycle_ring_count,aromatic_heterocycle_ring_count,fraction_csp3,formal_charge,positive_formal_atom_count,negative_formal_atom_count,abs_formal_charge,stereocenter_count,most_basic_pka,most_acidic_pka,num_basic_sites,num_acidic_sites,neutral_fraction_ph74,charged_fraction_ph74,base_protonated_fraction_ph74,acid_deprotonated_fraction_ph74,net_charge_proxy_ph74,estimated_logd_ph74,has_amphoteric_sites,ionizable_center_present,pka_features_available,pains_filter_available,pains_alert_count,pains_alert_present,michael_acceptor_count,aldehyde_count,epoxide_ring_count,aziridine_ring_count,alkyl_halide_count,acyl_halide_count,sulfonyl_halide_count,isocyanate_count,isothiocyanate_count,anhydride_count,reactive_alert_site_count,reactive_alert_present,catechol_ring_count,hydroxamate_count,beta_dicarbonyl_count,metal_chelator_alert_count,metal_chelator_alert_present,ester_count,phenol_count,metabolic_lability_alert_count,metabolic_lability_alert_present,aromatic_or_heterocycle_present,mol_weight_lt_500,logp_le_5,logp_in_1_3,estimated_logd_le_5,estimated_logd_in_1_3,tpsa_le_140,hbd_le_5,hba_le_10,rotatable_bonds_le_10,basic_ionization_ok,acidic_ionization_ok,formal_charge_zero_or_plus_one,formal_charge_abs_le_1,fraction_csp3_ge_0p3,stereocenter_count_ge_1,aromatic_ring_count_ge_1,aromatic_ring_count_1_3,ring_count_4_7,pains_alert_absent,reactive_alert_absent,metal_chelator_alert_absent,metabolic_lability_alert_absent,druglike_physchem_pass_count,druglike_physchem_window_pass,ionization_window_pass,liability_alert_absent_pass,sarscov2_vitro_design_rule_pass_count
CC(CN(C)C)C(C)(O)Cc1ccc(Cl)cc1,255.789,255.138992004,17.0,3.0,2.831200000000001,23.47,1.0,2.0,3.0,5.0,1.0,1.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,2.0,8.798908233642578,13.994176864624023,1.0,1.0,0.03837916449614923,0.9616208355038508,0.9616208257333089,2.545792629602301e-07,0.9616205711540459,1.415295516030991,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,13.0
CCCCOc1cc(C(=O)OCCN(CC)CC)ccc1N,308.42199999999997,308.209992756,22.0,5.0,2.946300000000001,64.79,1.0,5.0,6.0,10.0,1.0,1.0,0.0,0.0,0.0,0.5882352941176471,0.0,0.0,0.0,0.0,0.0,8.577133178710938,13.530007362365723,2.0,2.0,0.062359528458785174,0.9376404715412148,0.9376404253142414,7.412971248433371e-07,0.9376396840171166,1.741202822544357,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,6.0,1.0,1.0,1.0,12.0
NNCCc1ccccc1,136.19799999999998,136.100048384,10.0,2.0,0.6923999999999992,38.05,2.0,2.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,7.949653148651123,14.0,2.0,0.0,0.22000741783096212,0.7799925821690379,0.7799925821690379,0.0,0.7799925821690379,0.034837323861955705,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,12.0
NCC(O)c1ccc(O)cc1,153.18099999999998,153.078978592,11.0,3.0,0.3843,66.48,3.0,3.0,6.0,2.0,1.0,1.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,1.0,8.174261093139648,9.894192695617676,1.0,2.0,0.14349759443651244,0.8565024055634876,0.856042517724921,0.0031946087921138153,0.8528479089328072,-0.45885537929030407,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,6.0,1.0,1.0,1.0,11.0
Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,250.33799999999997,250.156894564,18.0,3.0,3.573240000000002,46.53,1.0,2.0,3.0,6.0,1.0,1.0,0.0,0.0,0.0,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,4.832699298858643,0.0,1.0,0.002701000609338422,0.9972989993906616,0.0,0.9972989993906616,-0.9972989993906616,1.0047646821631226,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,13.0
CN(C)C(=O)Oc1cc(OC(=O)N(C)C)cc(C(O)CNC(C)(C)C)c1,367.4460000000001,367.210721028,26.0,8.0,2.2288999999999994,91.34,2.0,6.0,8.0,5.0,1.0,1.0,0.0,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,1.0,9.353959083557129,13.537008285522461,1.0,1.0,0.010996097986370962,0.9890039020136291,0.9890038939925958,7.294430616214674e-07,0.9890031645495342,0.2701386011924021,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,13.0
NC(CO)C(=O)NNCc1ccc(O)c(O)c1O,257.246,257.10117058000003,18.0,8.0,-1.7562,148.07,7.0,7.0,14.0,5.0,1.0,1.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,1.0,6.5869059562683105,9.108180046081543,2.0,5.0,0.8500700851639074,0.14992991483609264,0.13328526407889948,0.019204301100873795,0.1140809629780257,-1.8267452668207902,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,8.0
CCC(C)C(C(=O)OCC[N+](C)(CC)CC)c1ccccc1,306.4699999999999,306.24275568408996,22.0,3.0,3.845900000000003,26.3,0.0,2.0,2.0,9.0,1.0,1.0,0.0,0.0,0.0,0.631578947368421,1.0,1.0,0.0,1.0,2.0,0.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.845900000000003,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,6.0,1.0,1.0,1.0,12.0
CC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1,266.34099999999995,266.163042564,19.0,5.0,1.3826999999999992,70.59,3.0,4.0,7.0,7.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,9.117544174194336,13.809072494506836,2.0,2.0,0.018802350847250415,0.9811976491527495,0.9811976418221473,3.8987674912821353e-07,0.9811972519453982,-0.34308784774903534,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,13.0
CCCCOc1ccc(CC(=O)NO)cc1,223.272,223.120843404,16.0,4.0,1.9134,58.56,2.0,3.0,5.0,6.0,1.0,1.0,0.0,0.0,0.0,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,4.374375820159912,9.216010093688965,1.0,2.0,0.9840268716943811,0.015973128305618922,0.0009418171651198577,0.015045481232981764,-0.014103664067861905,1.906406958257808,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,6.0,1.0,1.0,0.0,12.0
CCC(C)(CN(C)C)OC(=O)c1ccccc1,235.327,235.157228912,17.0,3.0,2.5737000000000005,29.54,0.0,3.0,3.0,5.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,8.479568481445312,14.0,1.0,0.0,0.07685978891137968,0.9231402110886203,0.9231402110886203,0.0,0.9231402110886203,1.4593991873785401,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,6.0,1.0,1.0,1.0,12.0
COC[C@@H](NC(C)=O)C(=O)NCc1ccccc1,250.298,250.131742436,18.0,5.0,0.4539000000000007,67.42999999999999,2.0,3.0,5.0,6.0,1.0,1.0,0.0,0.0,0.0,0.38461538461538464,0.0,0.0,0.0,0.0,1.0,0.0,13.698389053344727,0.0,2.0,0.9999994969504925,5.030495074942465e-07,0.0,5.030495075395802e-07,-5.030495075395802e-07,0.4538997815283205,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,13.0
COc1cc(C)c(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)c(C)c1C,326.4360000000001,326.18819469199997,24.0,3.0,5.167060000000005,46.53,1.0,2.0,3.0,6.0,1.0,1.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,5.00492000579834,0.0,1.0,0.004010281520798964,0.995989718479201,0.0,0.995989718479201,-0.995989718479201,2.770234861058595,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,5.0,0.0,1.0,0.0,10.0
CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1,223.29599999999996,223.14410426809,16.0,4.0,1.9437,29.540000000000003,0.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.4166666666666667,1.0,1.0,0.0,1.0,0.0,0.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.9437,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,13.0
NCCc1ccc(O)c(O)c1,153.18099999999998,153.078978592,11.0,3.0,0.5989999999999998,66.48,3.0,3.0,6.0,2.0,1.0,1.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,9.942410469055176,9.689172744750977,1.0,2.0,0.0028452462903476882,0.9971547537096523,0.9971401337181219,0.005112124165741113,0.9920280095523808,-1.9468801342216815,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,1.0,1.0,0.0,9.0
CC(=O)Nc1ccc(C(=O)O)cc1,179.17499999999998,179.058243148,13.0,4.0,1.3432,66.4,2.0,2.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,4.316911220550537,4.381997585296631,1.0,2.0,0.0009576848177836375,0.9990423151822163,0.000825187609356533,0.9990415242599118,-0.9982163366505552,-1.6755773974135098,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,12.0
CCN(CC)CCNC(=O)c1ccc(N)cc1,235.33100000000002,235.168462292,17.0,4.0,1.3403999999999996,58.36,2.0,3.0,5.0,6.0,1.0,1.0,0.0,0.0,0.0,0.46153846153846156,0.0,0.0,0.0,0.0,0.0,9.09128189086914,13.661311149597168,2.0,3.0,0.019951044463828872,0.9800489555361711,0.9800489446053072,5.478839932575456e-07,0.9800483967213139,-0.35963436348581435,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,13.0
CCCCOC(=O)c1ccc(N)cc1,193.24599999999998,193.11027872,14.0,3.0,2.2257,52.32,1.0,3.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,4.408324241638184,13.737963676452637,1.0,2.0,0.9989812271059378,0.0010187728940621588,0.00101831412549886,4.592362099753849e-07,0.0010178548892888846,2.2252573270238747,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,6.0,1.0,1.0,1.0,12.0
C/C=C/c1ccc(OC)cc1,148.20499999999998,148.088815004,11.0,1.0,2.728300000000001,9.23,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.728300000000001,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,12.0
