sample_index,smiles,y_true,total_seed_count,error_count,error_rate,wrong_seed_list,mean_prob_1_across_seeds,error_type,explanation_seed,explanation_bundle_path,explanation_bundle_valid_macro_f1,explanation_bundle_valid_roc_auc,selected_wrong_prediction,selected_wrong_prob_1
0,Nc1cccc([N+](=O)[O-])c1CO,0,5,5,1.0,0;1;2;3;4,0.6851314502124299,false_positive,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,1,0.6767835049347272
241,O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1,0,5,5,1.0,0;1;2;3;4,0.6205568697988499,false_positive,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,1,0.5957461096535966
246,CCN(N)c1ccccc1,1,5,5,1.0,0;1;2;3;4,0.3921171766962866,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.4070358060517839
257,O=[N+]([O-])c1ccc(S(=O)(=O)O)c([N+](=O)[O-])c1,0,5,5,1.0,0;1;2;3;4,0.6220108380748322,false_positive,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,1,0.6132091825404601
260,Fc1ccccc1,1,5,5,1.0,0;1;2;3;4,0.2917870654431997,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.2775465830481299
271,CCOc1ccccc1N,0,5,5,1.0,0;1;2;3;4,0.7770873220499608,false_positive,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,1,0.7858334610427582
273,Nc1ccc(O)cc1,0,5,5,1.0,0;1;2;3;4,0.7386392599370697,false_positive,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,1,0.7274443452270225
276,O=[N+]([O-])c1cccc([N+](=O)[O-])c1CO,0,5,5,1.0,0;1;2;3;4,0.5437825269989822,false_positive,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,1,0.5723913670695762
289,CN(C)c1ccc(CCO)cc1,1,5,5,1.0,0;1;2;3;4,0.45143336627246466,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.4576687835882639
293,O=[N+]([O-])c1cccc([N+](=O)[O-])c1O,0,5,5,1.0,0;1;2;3;4,0.6205568697988499,false_positive,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,1,0.5957461096535966
299,NCC(=O)Nc1ccccc1,1,5,5,1.0,0;1;2;3;4,0.3581295040793012,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.3486410423085507
313,CC(=O)/C=C\c1ccccc1,1,5,5,1.0,0;1;2;3;4,0.35584259959882,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.3314795272610524
329,CCNS(=O)(=O)c1ccccc1C,1,5,5,1.0,0;1;2;3;4,0.3095163582299236,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.3122543248271501
341,Nc1ccccc1S(=O)(=O)O,1,5,5,1.0,0;1;2;3;4,0.2803784447454665,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.2869527032354022
342,O=C(NO)c1ccccc1,1,5,5,1.0,0;1;2;3;4,0.3417317767728635,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.3291768769735272
343,Cc1ccc(N(CCO)CCO)cc1,1,5,5,1.0,0;1;2;3;4,0.39713399552998274,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.3835740092974934
361,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,1,5,5,1.0,0;1;2;3;4,0.3514286295406556,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.3253197160905172
385,CCCCC/C=C/C(=O)CCc1ccc(O)c(OC)c1,1,5,5,1.0,0;1;2;3;4,0.3630453674091076,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.3510323278142488
392,CCN(N=O)c1ccccc1,0,5,5,1.0,0;1;2;3;4,0.6626639303030167,false_positive,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,1,0.6804118844607853
403,Cc1ccc(N(C)C)cc1,1,5,5,1.0,0;1;2;3;4,0.2745800910162666,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.2717172570038406
414,COC(=O)c1ccccc1N,0,5,5,1.0,0;1;2;3;4,0.5751250515618779,false_positive,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,1,0.5702333529562037
416,O=C(O)c1ccc(S(=O)(=O)N(Cl)Cl)cc1,1,5,5,1.0,0;1;2;3;4,0.46153018222257025,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.4867575899592371
432,ClC(Cl)c1ccccc1,1,5,5,1.0,0;1;2;3;4,0.3166222662762926,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.3379941905895123
450,COc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,1,5,5,1.0,0;1;2;3;4,0.4485925085271195,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.4289631202506005
454,Cc1ccccc1N=O,1,5,5,1.0,0;1;2;3;4,0.3466372081157444,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.3609905529887992
505,Cc1cc(N)cc(N)c1,0,5,5,1.0,0;1;2;3;4,0.7999230333626793,false_positive,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,1,0.8099484560487454
512,COc1cccc([N+](=O)[O-])c1,0,5,5,1.0,0;1;2;3;4,0.6183111347870709,false_positive,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,1,0.6117145274473096
514,COC(=O)c1ccc(CN(C)N=O)cc1,0,5,5,1.0,0;1;2;3;4,0.6330849339514764,false_positive,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,1,0.6484691781114649
529,CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,1,5,5,1.0,0;1;2;3;4,0.3361935409975937,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.3266404120875736
535,CC(=O)Nc1ccccc1C,1,5,5,1.0,0;1;2;3;4,0.3843240744471652,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.4040019332197182
536,CC(O)Cc1cc(N)cc([N+](=O)[O-])c1N,0,5,5,1.0,0;1;2;3;4,0.549524405982566,false_positive,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,1,0.5583393774338332
541,Nc1ccccc1[N+](=O)[O-],0,5,5,1.0,0;1;2;3;4,0.6641145616926728,false_positive,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,1,0.6641980837011379
545,ClCc1ccccc1,1,5,5,1.0,0;1;2;3;4,0.45635140333939905,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.4567273408951412
553,CC(C)(OO)c1ccccc1,1,5,5,1.0,0;1;2;3;4,0.45902413323190616,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.4603081073113289
566,CC(=O)N(O)c1ccccc1C,1,5,5,1.0,0;1;2;3;4,0.2685581041539238,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.2466478043395044
574,O=C(Cl)c1ccccc1,1,5,5,1.0,0;1;2;3;4,0.3297175722564653,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.3312712752700884
586,Cc1ccc([N+]#N)cc1,1,5,5,1.0,0;1;2;3;4,0.3994047914411863,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.3765795249814529
601,COc1ccc(CN(C)N=O)cc1,0,5,5,1.0,0;1;2;3;4,0.6824450723988555,false_positive,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,1,0.687382715101621
611,ClC(Cl)=C(Cl)/C(Cl)=C(\Cl)SCc1ccccc1,1,5,5,1.0,0;1;2;3;4,0.34653473898673554,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.3414087050307969
619,N#CC(C#N)=Cc1ccccc1Cl,1,5,5,1.0,0;1;2;3;4,0.45187874805094336,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.4549015568159975
622,Cc1cccc(C)c1[N+](=O)[O-],0,5,5,1.0,0;1;2;3;4,0.6631175016549149,false_positive,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,1,0.6813384470563716
630,COC(=O)c1ccccc1O,1,5,5,1.0,0;1;2;3;4,0.25046959406981695,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.2635063468691737
631,BrCC(Br)c1ccccc1,1,5,5,1.0,0;1;2;3;4,0.2820700202567649,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.2822618681901453
634,O=C(Cl)c1cccc(Cl)c1,1,5,5,1.0,0;1;2;3;4,0.3801552688532842,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.3696273576795781
646,Nc1ccc(Cl)cc1,1,5,5,1.0,0;1;2;3;4,0.44141980599796343,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.4840005685741102
655,CN(NO)C(=O)c1ccccc1,1,5,5,1.0,0;1;2;3;4,0.38976189664291666,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.3287602379319786
664,Cc1ccc(O)c(C)c1,1,5,5,1.0,0;1;2;3;4,0.1168248372526706,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.1159288242834572
670,COc1cc(N)c(C)cc1N,0,5,5,1.0,0;1;2;3;4,0.6130581070668,false_positive,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,1,0.6272447788981136
712,CCCC(=O)OCc1ccc([N+](=O)[O-])cc1,1,5,5,1.0,0;1;2;3;4,0.40284866419423276,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.4179446058690589
760,Nc1cccc([N+](=O)[O-])c1O,0,5,5,1.0,0;1;2;3;4,0.6776263889276506,false_positive,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,1,0.6821407878620994
765,O=C(O)/C=C/c1ccccc1[N+](=O)[O-],0,5,5,1.0,0;1;2;3;4,0.6722362918122309,false_positive,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,1,0.6756259113484202
779,O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1O,0,5,5,1.0,0;1;2;3;4,0.614237926337821,false_positive,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,1,0.6283806164259105
781,CCOc1cccc([N+](=O)[O-])c1,0,5,5,1.0,0;1;2;3;4,0.7456425364364195,false_positive,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,1,0.757201512092218
794,CCc1ccccc1[N+](=O)[O-],0,5,5,1.0,0;1;2;3;4,0.5267127031053402,false_positive,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,1,0.5393439057309037
800,Nc1cccc(O)c1[N+](=O)[O-],0,5,5,1.0,0;1;2;3;4,0.6776263889276506,false_positive,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,1,0.6821407878620994
806,Nc1cc([N+](=O)[O-])cc(S(=O)(=O)O)c1O,0,5,5,1.0,0;1;2;3;4,0.6008154581266533,false_positive,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,1,0.6105930029418939
814,C/C=C/c1cccc(OC)c1OC,1,5,5,1.0,0;1;2;3;4,0.27098231681323426,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.2630076326456516
824,NC(=S)c1c(Cl)cccc1Cl,1,5,5,1.0,0;1;2;3;4,0.33710465350428326,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.295194520455716
835,CN(Cc1ccc(C(=O)O)cc1)N=O,0,5,5,1.0,0;1;2;3;4,0.6025339094302364,false_positive,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,1,0.5986769439241862
853,CCOc1ccc(N(O)C(C)=O)cc1,1,5,5,1.0,0;1;2;3;4,0.3632090491400405,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.3800304392701847
854,Cc1ccc(NO)cc1[N+](=O)[O-],0,5,5,1.0,0;1;2;3;4,0.5579935031677743,false_positive,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,1,0.5379310466572171
858,CC(=O)c1ccccc1[N+](=O)[O-],0,5,5,1.0,0;1;2;3;4,0.7519635348976345,false_positive,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,1,0.7473589709319768
868,N/C(=N\O)c1ccccc1,1,5,5,1.0,0;1;2;3;4,0.37098712472449236,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.3500286437281114
872,CC(=O)Nc1ccc([N+](=O)[O-])cc1,0,5,5,1.0,0;1;2;3;4,0.6937975874909508,false_positive,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,1,0.7228382020362766
887,Cc1ccc(CN(C)N=O)cc1,0,5,5,1.0,0;1;2;3;4,0.6383970997854256,false_positive,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,1,0.6559468065283538
906,CCC(=O)OCc1ccc([N+](=O)[O-])cc1,1,5,5,1.0,0;1;2;3;4,0.45946951528339086,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.4623461708772197
914,O=[N+]([O-])c1cccc(Cl)c1Cl,0,5,5,1.0,0;1;2;3;4,0.7149034965985347,false_positive,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,1,0.716247311989149
915,CC(=O)Nc1ccc(C)cc1,1,5,5,1.0,0;1;2;3;4,0.3843240744471652,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.4040019332197182
924,CC(Br)C(=O)NCc1ccccc1,1,5,5,1.0,0;1;2;3;4,0.4496746989189083,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.4531207136911844
974,O=C(O)Cc1cccc([N+](=O)[O-])c1,0,5,5,1.0,0;1;2;3;4,0.786442039853124,false_positive,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,1,0.8246998720086917
983,Cc1cc(N)c([N+](=O)[O-])c(C)c1N,0,5,5,1.0,0;1;2;3;4,0.7406302202143324,false_positive,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,1,0.7254247506031092
1005,O=C(Cl)c1ccccc1Cl,1,5,5,1.0,0;1;2;3;4,0.3801552688532842,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.3696273576795781
1026,O=Nc1ccc(O)cc1,1,5,5,1.0,0;1;2;3;4,0.39810623071086165,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.3938397089950172
