smiles,mol_weight,total_atom_count,logp,molar_refractivity,tpsa,hbd,hba,total_hbond_donors_acceptors,rotatable_bonds,ring_count,aromatic_ring_count,intramolecular_hbond_pair_count,intramolecular_hbond_potential_present,most_basic_pka,most_basic_pka_present,most_acidic_pka,most_acidic_pka_present,num_basic_sites,num_acidic_sites,neutral_fraction_ph65,neutral_fraction_ph74,neutral_fraction_ph80,charged_fraction_ph65,charged_fraction_ph74,charged_fraction_ph80,base_protonated_fraction_ph65,base_protonated_fraction_ph74,base_protonated_fraction_ph80,acid_deprotonated_fraction_ph65,acid_deprotonated_fraction_ph74,acid_deprotonated_fraction_ph80,net_charge_proxy_ph65,net_charge_proxy_ph74,net_charge_proxy_ph80,estimated_logd_ph65,estimated_logd_ph74,estimated_logd_ph80,min_neutral_fraction_intestinal_ph,mean_neutral_fraction_intestinal_ph,pka_features_available,mw_le_500,logp_le_5,hbd_le_5,hba_le_10,lipinski_pass,lipinski_violation_count,rotatable_bonds_le_10,tpsa_le_140,veber_pass,logp_le_5p88,tpsa_le_131p6,egan_pass,tpsa_le_63,palm_static_pass,ghose_mw_in_160_480,logp_ge_neg0p4,logp_le_5p6,ghose_logp_in_neg0p4_5p6,ghose_atom_count_in_20_70,ghose_mr_in_40_130,ghose_pass,total_hbond_donors_acceptors_le_12,veber_alt_pass,unionized_ph65_ge_0p5,unionized_ph74_ge_0p5,unionized_ph80_ge_0p5,unionized_across_intestinal_ph,hia_primary_rule_pass_count,hia_strict_absorption_screen
CCN(C)C(=O)Oc1cccc([C@@H](C)N(C)C)c1,250.34199999999998,40.0,2.7597000000000014,72.87200000000004,32.78,0.0,3.0,3.0,4.0,1.0,1.0,2.0,1.0,8.138525009155273,1.0,14.0,0.0,1.0,0.0,0.02247010181174469,0.15439779615984572,0.4209278545818371,0.9775298981882553,0.8456022038401543,0.5790721454181629,0.9775298981882553,0.8456022038401543,0.5790721454181629,0.0,0.0,0.0,0.9775298981882553,0.8456022038401543,0.5790721454181629,1.1113050402063462,1.948341097020128,2.3839076658072322,0.02247010181174469,0.19926525085114252,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0
COc1cc(C)c(S(C)=O)cc1OC,214.28599999999997,28.0,1.74962,56.61540000000004,35.53,0.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.74962,1.74962,1.74962,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0
CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,299.8020000000001,42.0,2.0023999999999997,82.53760000000004,67.59,2.0,4.0,6.0,7.0,1.0,1.0,5.0,1.0,9.043728828430176,1.0,13.398154258728027,1.0,2.0,3.0,0.002851222291243835,0.022208387825780718,0.0829230129916333,0.9971487777087562,0.9777916121742193,0.9170769870083667,0.9971487773482798,0.9777915898712455,0.9170766554799077,1.2642870408312875e-07,1.0042580117603026e-06,3.99801118656921e-06,0.9971486509195757,0.9777905856132337,0.9170726574687211,-0.5425689222565935,0.3489170329392888,0.9210750737144853,0.002851222291243835,0.03599420770288595,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0
CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,613.9150000000002,29.0,3.1154,100.15970000000003,95.50000000000001,3.0,3.0,6.0,3.0,1.0,1.0,8.0,1.0,2.108637571334839,1.0,1.1838090419769287,1.0,2.0,3.0,4.8282451007821175e-06,6.078641876519022e-07,1.5268923456898776e-07,0.9999951717548993,0.9999993921358123,0.9999998473107654,4.060877930138911e-05,5.112523896827775e-06,1.2842128570935902e-06,0.9999951715588221,0.9999993921327046,0.9999998473105693,-0.9999545627795208,-0.9999942796088078,-0.9999985630977123,-2.2008106915126895,-3.100793442342339,-3.700791582014303,1.5268923456898776e-07,1.8629328410010025e-06,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0
CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,242.702,31.0,3.060500000000001,62.79200000000004,35.53,0.0,3.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.060500000000001,3.060500000000001,3.060500000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0
COCCc1ccc(OC[C@@H](O)CNC(C)C)cc1,267.36899999999997,44.0,1.6132,76.66250000000005,50.72,2.0,4.0,6.0,9.0,1.0,1.0,1.0,1.0,9.015460968017578,1.0,13.877860069274902,1.0,1.0,1.0,0.0030423957380007697,0.023666661714524095,0.08800934509663386,0.9969576042619992,0.9763333382854759,0.9119906549033662,0.9969576041345446,0.9763333304099977,0.9119905383113748,4.189285056010235e-08,3.327666435366145e-07,1.324766554959411e-06,0.9969575622416941,0.9763329976433541,0.9119892135448198,-0.9035842959859179,-0.012662996874745591,0.557728789291307,0.0030423957380007697,0.03823946751638624,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0
C[C@@H](NC(C)(C)C)C(=O)c1ccc(Cl)cc1,239.746,34.0,3.2993000000000023,68.13320000000003,29.1,1.0,2.0,3.0,3.0,1.0,1.0,0.0,0.0,7.545838832855225,1.0,14.0,0.0,1.0,0.0,0.08255462043425355,0.41682852976667406,0.7399569343535688,0.9174453795657465,0.5831714702333259,0.2600430656464312,0.9174453795657465,0.5831714702333259,0.2600430656464312,0.0,0.0,0.0,0.9174453795657465,0.5831714702333259,0.2600430656464312,2.2160413849633884,2.9192574365299544,3.1685064444379267,0.08255462043425355,0.41311336151816547,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,6.0,1.0
CC(=O)N(C[C@H](O)CO)c1c(I)c(C(=O)NC[C@H](O)CO)c(I)c(C(=O)NC[C@H](O)CO)c1I,821.1410000000001,60.0,-1.6274999999999986,146.56419999999997,199.89,8.0,9.0,17.0,12.0,1.0,1.0,16.0,1.0,0.0,0.0,11.54720401763916,1.0,0.0,8.0,0.9999910300073594,0.9999287532531359,0.9997164218215884,8.96999264055065e-06,7.124674686409538e-05,0.00028357817841162536,0.0,0.0,0.0,8.969992640522671e-06,7.124674686407258e-05,0.00028357817841158215,-8.969992640522671e-06,-7.124674686407258e-05,-0.00028357817841158215,-1.627503895635777,-1.6275309431713285,-1.6276231739036122,0.9997164218215884,0.9998787350273611,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,270.354,36.0,1.78302,69.80720000000004,75.27000000000001,2.0,3.0,5.0,5.0,1.0,1.0,2.0,1.0,4.306405067443848,1.0,5.2077741622924805,1.0,1.0,2.0,0.04823802138007714,0.006377396527998173,0.0016105939107546733,0.9517619786199228,0.9936226034720018,0.9983894060892453,0.006362576360104642,0.0008054806478209942,0.0002024496991654124,0.9514530952312852,0.9936174624615306,0.9983890799589676,-0.9450905188711806,-0.9928119818137096,-0.9981866302598023,0.4664094856715346,-0.4123365790033895,-1.0099939471973007,0.0016105939107546733,0.018742003939609998,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0
O=C(N[C@H](CO)[C@@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,323.13199999999995,32.0,0.9089999999999998,72.56670000000003,112.70000000000002,3.0,5.0,8.0,6.0,1.0,1.0,3.0,1.0,0.0,0.0,11.236397743225098,1.0,0.0,3.0,0.9999816517652398,0.9998542733558596,0.9994201036997346,1.8348234760212634e-05,0.00014572664414036485,0.0005798963002654478,0.0,0.0,0.0,1.8348234760226346e-05,0.00014572664414040355,0.000579896300265484,-1.8348234760226346e-05,-0.00014572664414040355,-0.000579896300265484,0.9089920313897856,0.9089367071107411,0.9087480811862627,0.9994201036997346,0.9997520096069447,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0
Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,250.33799999999997,40.0,3.573240000000002,72.06180000000005,46.53,1.0,2.0,3.0,6.0,1.0,1.0,1.0,1.0,0.0,0.0,4.832699298858643,1.0,0.0,1.0,0.021059857889702993,0.002701000609338422,0.0006798356730048916,0.978940142110297,0.9972989993906616,0.9993201643269951,0.0,0.0,0.0,0.978940142110297,0.9972989993906616,0.9993201643269951,-0.978940142110297,-0.9972989993906616,-0.9993201643269951,1.896695436273684,1.0047646821631226,0.4056439495714015,0.0006798356730048916,0.00814689805734877,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0
CCCC(=O)Nc1ccc(OC[C@@H](O)CNC(C)C)c(C(C)=O)c1,336.4320000000001,52.0,2.3655,94.62470000000005,87.66,3.0,5.0,8.0,10.0,1.0,1.0,6.0,1.0,9.069978713989258,1.0,13.641867637634277,1.0,2.0,2.0,0.0026844409125123567,0.020933093017682758,0.07844103899333774,0.9973155590874876,0.9790669069823172,0.9215589610066622,0.9973155588938516,0.9790668949882697,0.9215587820797366,7.213272366181562e-08,5.729703035562201e-07,2.281031967447305e-06,0.9973154867611279,0.9790663220179662,0.9215565010477692,-0.2056461508932368,0.6863334032678503,1.260043337495554,0.0026844409125123567,0.03401952430784428,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0
CC(=O)Nc1ccc(O)cc1,151.165,20.0,1.3505999999999998,42.41050000000002,49.33,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,4.599997043609619,1.0,10.095858573913574,1.0,1.0,2.0,0.9873169692537291,0.9964104760225967,0.9916496271856032,0.012683030746270862,0.0035895239774033083,0.008350372814396767,0.012432651673088976,0.00158237452604812,0.0003979460364195462,0.00025353113750282356,0.0020103305472019663,0.00795559267454945,0.012179120535586153,-0.0004279560211538462,-0.007557646638129904,1.3450566014016831,1.3490382849572917,1.346958252942037,0.9873169692537291,0.9917923574873097,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0
CC(C)NC(=N)NC(=N)Nc1ccc(Cl)cc1,253.73700000000002,33.0,2.209039999999999,71.93550000000002,83.79,5.0,2.0,7.0,2.0,1.0,1.0,0.0,0.0,8.93664264678955,1.0,9.753400802612305,1.0,3.0,5.0,0.0036435852817492346,0.028118644060220684,0.10190876023138813,0.9963564147182508,0.9718813559397793,0.8980912397686118,0.9963543817615144,0.9717567342683714,0.8962931527086928,0.0005576438901203181,0.00441243844079848,0.01733817107435857,0.995796737871394,0.9673442958275729,0.8789549816343343,-0.22943106092452004,0.6580343742652048,1.2172515182225805,0.0036435852817492346,0.044556996524452684,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0
N[C@H](CCC(=O)O)c1ccc(Cl)cc1,213.664,26.0,2.2046,55.25020000000002,63.32000000000001,2.0,2.0,4.0,4.0,1.0,1.0,2.0,1.0,9.099861145019531,1.0,4.278428554534912,1.0,1.0,1.0,1.495815040623928e-05,1.4779391765876693e-05,1.3972661036996352e-05,0.9999850418495938,0.9999852206082341,0.999986027338963,0.9974936081111919,0.9804315629734937,0.92639064445332,0.9940319985581534,0.9992447331513571,0.999810178190894,0.003461609553038536,-0.018813170177863436,-0.07341953373757404,-2.6205221042004716,-2.6257434386177074,-2.650120876374725,1.3972661036996352e-05,1.4570067736370775e-05,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0
CC(C)N[C@@H](O)c1ccc(O)c(O)c1,197.23399999999998,29.0,1.0866999999999998,53.00310000000003,72.72,4.0,4.0,8.0,3.0,1.0,1.0,4.0,1.0,7.404244899749756,1.0,9.6426420211792,1.0,1.0,3.0,0.11076897883733801,0.49472686896260776,0.77990875691934,0.889231021162662,0.5052731310373922,0.22009124308065997,0.889151262818186,0.5024435412674806,0.20233292725484683,0.0007195241597129324,0.0056869722425466175,0.02226281669706918,0.8884317386584731,0.496756569024934,0.18007011055777766,0.13111815203437205,0.7810654978420714,0.9787437966849213,0.11076897883733801,0.4618015349064286,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0
CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,276.745,30.0,1.7379,65.46320000000003,75.27000000000001,2.0,3.0,5.0,4.0,1.0,1.0,2.0,1.0,4.264551162719727,1.0,4.6994452476501465,1.0,1.0,2.0,0.015491970185973866,0.0019872974119087574,0.0005002050399333709,0.9845080298140262,0.9980127025880913,0.9994997949600666,0.005781400374966548,0.0007315320295803646,0.0001838532489710177,0.9844179437079364,0.998011247752123,0.9994997029788338,-0.9786365433329699,-0.9972797157225427,-0.9993158497298629,-0.07199334747729824,-0.9638371330486131,-1.5629519367474092,0.0005002050399333709,0.005993157545938665,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0
CCN(CC)[C@H](C)C(=O)c1ccccc1,205.30100000000002,34.0,2.5996000000000006,63.155500000000046,20.310000000000002,0.0,2.0,2.0,5.0,1.0,1.0,0.0,0.0,7.829687118530273,1.0,14.0,0.0,1.0,0.0,0.044714272645222986,0.27103235295140404,0.5968025434262071,0.955285727354777,0.728967647048596,0.4031974565737929,0.955285727354777,0.728967647048596,0.4031974565737929,0.0,0.0,0.0,0.955285727354777,0.728967647048596,0.4031974565737929,1.2500461705968613,2.03262113541176,2.375430665325225,0.044714272645222986,0.3041830563409447,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,6.0,1.0
CC(C)(C)NC[C@@H](O)c1ccc(O)c(C(=O)O)c1,253.298,37.0,1.5119,67.78160000000004,89.79,4.0,4.0,8.0,4.0,1.0,1.0,8.0,1.0,9.77229118347168,1.0,2.949047327041626,1.0,1.0,3.0,1.5010739470942576e-07,1.4958973880233982e-07,1.477328206424566e-07,0.9999998498926053,0.9999998504102612,0.9999998522671794,0.999466079156121,0.9957745803062586,0.9833875561918607,0.9997188583355936,0.9999645976613817,0.9999911070988502,-0.0002527791794726397,-0.004190017355123032,-0.016603550906989506,-5.311697912670825,-5.313198196139754,-5.318623010168999,1.477328206424566e-07,1.491433180514074e-07,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0
