smiles,SARSCoV2_Vitro_Touret
CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,0
C#CCN(C)[C@H](C)Cc1ccccc1,0
NC(N)=NS(=O)(=O)c1ccc(N)cc1,0
Cc1ccc(S(=O)(=O)[N-]Cl)cc1,0
C[C@H](N)[C@H](O)c1cccc(O)c1,0
CNCC(O)c1ccc(O)cc1,0
CCCOc1cc(N)ccc1C(=O)OCCN(CC)CC,0
CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1,0
COc1ccc(OC)c(C(O)C(C)N)c1,0
CC(=O)Nc1cccc(O)c1,0
NCc1ccc(S(N)(=O)=O)cc1,0
C[C@@H](N)[C@@H](O)c1ccccc1,0
CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,0
CC(C)C[C@H](NC(=O)[C@@H](O)[C@H](N)Cc1ccccc1)C(=O)O,0
CCOC(=O)c1ccc(OC(=O)CCCCCN=C(N)N)cc1,0
CCNCC(O)c1cccc(O)c1,0
Cc1cccc(C)c1NC(=O)C(C)N,0
CCCCCCOc1ccccc1C(N)=O,0
CCCNC(C)C(=O)Nc1ccccc1C,0
NC(=O)OCCCc1ccccc1,0
C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,0
CCC(Cc1c(I)cc(I)c(N)c1I)C(=O)O,0
NC(=O)OCC(COC(N)=O)c1ccccc1,0
CC(=O)[N-]S(=O)(=O)c1ccc(N)cc1,0
C[C@@](Cc1ccc(O)c(O)c1)(NN)C(=O)O,0
CCCCC(O)c1ccccc1,0
O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,0
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,0
CCN(CC)CCOCCOC(=O)C(CC)(CC)c1ccccc1,0
NC(N)=N/N=C/c1c(Cl)cccc1Cl,0
CCN(CC)C(C)C(=O)c1ccccc1,0
CCOc1ccc(NC(=O)CC(C)O)cc1,0
NCC(CC(=O)O)c1ccc(Cl)cc1,0
CC(NN)c1ccccc1,0
CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,0
CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(C(C)=O)c1,0
N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,0
Nc1ccc(S(N)(=O)=O)cc1,0
CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,0
CCc1cccc(CC)c1NC(=O)CN(CC(=O)O)CC(=O)O,0
C#CCN(C)Cc1ccccc1,0
C=CCOc1ccc(CC(=O)O)cc1Cl,0
CCN(CC)CC(=O)Nc1c(C)cccc1C,0
O=S(=O)(O)c1cc(O)ccc1O,0
CC(C)(Oc1ccc(Cl)cc1)C(=O)O,0
CC(C)(C)NCC(O)c1cc(Cl)c(N)c(Cl)c1,0
CC(=O)Nc1ccc(O)cc1,0
CCN(CC)C(=O)/C(C#N)=C/c1cc(O)c(O)c([N+](=O)[O-])c1,0
CN(C)CCOC(=O)COc1ccc(Cl)cc1,0
CCCOC(=O)Cc1ccc(OCC(=O)N(CC)CC)c(OC)c1,0
CCN(CC)CCOC(=O)c1ccc(N)cc1,0
NC(N)=NC(=O)Cc1c(Cl)cccc1Cl,0
O=C(O)CNC(=O)C(CS)Cc1ccccc1,0
CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC,0
CC(=O)Oc1cc(C(C)C)c(OCCN(C)C)cc1C,0
Nc1cc(C(Cl)=C(Cl)Cl)c(S(N)(=O)=O)cc1S(N)(=O)=O,0
Nc1ccccc1S(N)(=O)=O,0
CCCOc1ccc(C(=O)OCCN(CC)CC)cc1N,0
CC[N+](C)(C)c1cccc(O)c1,0
CC(=O)N(CC(C)C(=O)O)c1c(I)cc(I)c(N)c1I,0
CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,0
Cc1cccc(C)c1OCC(C)N,0
CCC(=O)c1c(O)cc(O)cc1O,0
CCN(CC)CCNC(C(=O)OCCC(C)C)c1ccccc1,0
NC(N)=NC(N)=NCCc1ccccc1,0
COCC(=O)Nc1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I,0
CCC(NC(C)C)C(O)c1ccc(O)c(O)c1,0
COc1ccc(OC)c(C(O)CNC(=O)CN)c1,0
Clc1cc(Cl)c(OCC#CI)cc1Cl,0
CCCCCCCCNC(C)C(O)c1ccc(SC(C)C)cc1,0
O=C(NCC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(N(CCO)C(=O)CO)c1I,0
CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,0
C[C@H](N)[C@H](O)c1ccc(O)c(O)c1,0
CCCCCN(CCCCC)C(=O)C(CCC(=O)[O-])NC(=O)c1ccc(Cl)c(Cl)c1,0
CCOC(=O)/C=C(C)/C=C/C=C(C)/C=C/c1c(C)cc(OC)c(C)c1C,0
CCCCNc1ccc(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)cc1,0
CCC(=O)c1ccc(O)cc1,0
CCOc1ccccc1C(N)=O,0
CC(C)Cc1ccc(CC(=O)O)cc1,0
CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,0
CC(C)N=C(N)/N=C(\N)Nc1ccc(Cl)cc1,0
CCCN(CCC)C(=O)C(CCC(=O)O)NC(=O)c1ccccc1,0
CCCNC(C)(C)C(=O)Nc1ccccc1C,0
COc1ccccc1OCC(O)COC(N)=O,0
Nc1ccc(C(=O)O)c(O)c1,0
CCN(CC)CCNC(=O)c1cc(S(C)(=O)=O)ccc1OC,0
CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1,0
CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,0
CCOc1ccc(NC(C)=O)cc1,0
O=C(O)CCNC(=O)c1ccccc1,0
CNNCc1ccc(C(=O)NC(C)C)cc1,0
CCN(CC)CCNC(=O)COc1ccc(OC)cc1,0
CCCCOC(=O)c1ccc(O)cc1,0
O=C(CCCl)NCc1ccccc1,0
CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,0
CCN(CC)C(=O)c1ccc(O)c(OC)c1,0
C[CH2][Hg][S]c1ccccc1C(=O)[O-],0
NC(=O)OCC(O)COc1ccc(Cl)cc1,0
CC(C)c1cccc(C(C)C)c1O,0
C#CCN(C)CCCOc1ccc(Cl)cc1Cl,0
CCCCN(CCCC)CCCOC(=O)c1ccc(N)cc1,0
N#Cc1cc(NC(=O)C(=O)O)c(Cl)c(NC(=O)C(=O)O)c1,0
O=C(CCCCCCC(=O)Nc1ccccc1)NO,0
COc1ccccc1OCC(O)CO,0
NC(=O)NS(=O)(=O)c1ccc(N)cc1,0
CCOC(=O)[C@@](C)(N)Cc1ccc(O)c(O)c1,0
C[C@H](O)C(=O)Nc1c(I)c(C(=O)NC(CO)CO)c(I)c(C(=O)NC(CO)CO)c1I,0
Nc1ccc(O)c(C(=O)O)c1,0
COCCCC/C(=N\OCCN)c1ccc(C(F)(F)F)cc1,0
O=C(O)CNC(=O)c1ccccc1,0
CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl)cc1,0
CC(=O)Oc1c(C)cccc1C(=O)O,0
CNCC(O)c1ccc(O)c(O)c1,0
CCN[C@@H](C)Cc1cccc(C(F)(F)F)c1,0
COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1,0
CCOC(=O)c1ccc(N)cc1,0
CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,0
CN(C)CCCN1c2ccccc2[S@@](=O)c2ccc(Cl)cc21,0
CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,0
CN1c2cc(O)c(N=NC(N)=O)cc2CC1S(=O)(=O)[O-],0
CN1CC(O)c2cc(N=NC(N)=O)c(O)cc21,0
CC(C(=O)O)c1ccc2c(c1)Cc1cccnc1O2,0
C=C1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12,0
CN1CCCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,0
CC(Oc1ccccc1)C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-],0
CNCCCC1c2ccccc2C=Cc2ccccc21,0
CC(C)c1c(CN(C)C(C)Cc2ccccc2)n(C)n(-c2ccccc2)c1=O,0
CN1C[C@@H]2c3ccccc3Oc3ccc(Cl)cc3[C@H]2C1,0
O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1,0
CO[C@]12C[C@@H](COC(=O)c3cncc(Br)c3)CN(C)[C@@H]1Cc1cn(C)c3cccc2c13,0
O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,0
Cc1cc(N)c2ccccc2[n+]1CCCCCCCCCC[n+]1c(C)cc(N)c2ccccc21,0
COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC,0
CCCCOc1ccc(OCCCN2CCOCC2)cc1,0
CC1(C)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,0
C=C(C)[C@@H]1[C@H]2OC(=O)[C@@H]1[C@]1(O)C[C@H]3O[C@]34C(=O)O[C@H]2[C@]14C,0
C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,1
CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,0
CC(=O)Oc1ccc(C(=C2CCCCC2)c2ccc(OC(C)=O)cc2)cc1,1
CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)[C@H](C(=O)O)C(C)C,0
CCn1cc(C(=O)O)c(=O)c2cnc(N3CCCC3)nc21,0
CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,0
Nc1nc2ncc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)nc2c(=O)[nH]1,0
C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,0
Cc1scc2c1N(C(=O)CN1CCN(C)CC1)c1ccccc1NC2=O,0
CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,0
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,0
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,0
CC(C)=CC1C(C(=O)OCc2cccc(Oc3ccccc3)c2)C1(C)C,0
CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1,0
CO[C@@]1(NC(=O)C(C(=O)[O-])c2ccc(O)cc2)C(=O)N2C(C(=O)[O-])=C(CSc3nnnn3C)CO[C@@H]21,0
COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,0
CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1,0
CC(C(=O)O)c1ccc(C(=O)c2ccccc2)s1,0
Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O,0
COCCCOc1ccnc(CS(=O)c2nc3ccccc3[n-]2)c1C,0
COc1ccnc(CS(=O)c2nc3cc(OC(F)F)ccc3[n-]2)c1OC,0
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(=O)[O-])c3ccsc3)C(=O)N2[C@H]1C(=O)[O-],0
OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,0
O=C(O)Cc1sc(-c2ccccc2)nc1-c1ccc(Cl)cc1,0
c1ccc(CC2=NCCN2)cc1,0
Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1,0
Cc1cc(C(C)(C)C)cc(C)c1CC1=NCCN1,0
CNC(=O)c1c(I)c(C(=O)NCC(=O)Nc2c(I)c(C(=O)O)c(I)c(C(=O)NCCO)c2I)c(I)c(N(C)C(C)=O)c1I,0
COc1cc(OC)c(C(=O)CCCN2CCCC2)c(OC)c1,0
C=CCN1CCCC1CNC(=O)c1cc2[nH]nnc2cc1OC,0
CCOc1nc2cccc(C(=O)OCc3oc(=O)oc3C)c2n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,0
COc1ccc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc1OC,0
COc1cc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc(OC)c1OC,0
CCn1cc(C(=O)[O-])c(=O)c2ccc(C)nc21,0
CC1=NN(c2ccccc2)C(=O)C1,0
CCCCOCCOCCOCc1cc2c(cc1CCC)OCO2,0
CC(C)(C)C(O)/C=C/c1ccc2c(c1)OCO2,0
O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,0
CC[N+](C)(CC)CCC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc21,0
c1ccc2c(c1)CCCC2C1=NCCN1,0
C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,0
NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](O)[C@@H](O)[C@@H]1O,0
NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,0
NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)C[C@@H]1O,0
NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)[C@@H](O)[C@@H]1O,0
CCCSS/C(CCO)=C(/C)N(C=O)Cc1cnc(C)nc1N,0
CC(C)Nc1ncccn1,0
Oc1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O,0
CN1C2CCC1CC(OC(c1ccccc1)c1ccccc1)C2,0
O=C1c2c(O)cccc2Cc2cccc(O)c21,1
Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,0
COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1,0
Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,0
Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,0
CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,0
CCCCS(=O)(=O)N[C@@H](Cc1ccc(OCCCCC2CCNCC2)cc1)C(=O)O,0
CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,0
CCOC(=O)CC(=O)N1CCSC1COc1ccccc1OC,0
CCC1(c2ccccc2)C(=O)NCNC1=O,0
CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,0
Cc1cc2cc3c(C)cc(=O)oc3c(C)c2o1,0
CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](O)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC,0
COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1,1
Cc1c(OCC(F)(F)F)ccnc1CS(=O)c1nc2ccccc2[nH]1,0
O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,0
CN[C@@H]1[C@@H](O[C@H]2O[C@H](CO)[C@@H](N)[C@H](O)[C@H]2O)O[C@H]2C[C@@H](N)[C@@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](N)C[C@@H]3N)O[C@@H]2[C@@H]1O,0
CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)[O-],0
CC1(C)S[C@@H]2[C@H](NC(=O)[C@@H](c3ccccc3)S(=O)(=O)O)C(=O)N2[C@H]1C(=O)O,0
CC(C)(C)C(=O)OCOC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1(C)C,0
CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)[O-])c3ccccc3)C(=O)N2[C@H]1C(=O)[O-],0
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)[O-],0
CCOC(=O)OC(C)OC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1(C)C,0
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,0
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,0
CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1,0
CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,0
CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,0
Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,0
CN(C)CCN(Cc1ccccc1)c1ccccn1,1
COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,0
CN(C)CCN(Cc1ccc(Cl)cc1)c1ccccn1,0
CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)nc1N,0
CN(C)CCOC(=O)C(c1ccccc1)C1(O)CCCC1,1
CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN1CCOCC1)c1ccccc1S2,0
N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1S(=O)C(F)(F)F,0
O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1,0
CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,0
CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,0
Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1,0
Cc1cc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)no1,0
Cn1nnc2c(C(N)=O)ncn2c1=O,0
O=C1c2cccc3c2[C@H](CCC3)CN1[C@@H]1CN2CCC1CC2,0
CCOc1ccc2c(c1)C(C)=CC(C)(C)N2,0
CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,0
CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,0
O=C(O)c1cccnc1Nc1cccc(C(F)(F)F)c1,0
Cc1c(Cl)cccc1Nc1ncccc1C(=O)O,0
Cc1c(Nc2ncccc2C(=O)O)cccc1C(F)(F)F,0
Nc1nc(N)nc(-c2cc(Cl)ccc2Cl)n1,0
CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H]2SC(C)(C)[C@@H]3C(=O)[O-])c2ccccc2)C(=O)C1=O,0
Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1,0
C[C@@H]1CCO[C@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N12,1
CN1CCOC(c2ccccc2)c2ccccc2C1,0
COc1ccc(/C=C/C(=O)Nc2ccccc2C(=O)O)cc1OC,0
O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,0
CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1,0
NC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1,0
CC(C)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4cncn4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,0
Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1,0
CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(=O)[nH]c(N)nc21,0
CC(C)[C@H](N)C(=O)OCC(CO)OCn1cnc2c(=O)[nH]c(N)nc21,0
Nc1nc2c(ncn2COCCO)c(=O)[nH]1,0
Nc1nc2c(ncn2CCC(CO)CO)c(=O)[nH]1,0
Nc1nc(CC(=O)Nc2ccc(CCNC[C@H](O)c3ccccc3)cc2)cs1,0
CC(=O)c1ccc2c(c1)N(CCCN1CCC(CCO)CC1)c1ccccc1S2,0
CN(C)CC/C=C1/c2ccccc2COc2ccc(CC(=O)O)cc21,0
CN(C)CC/C=C1\c2ccccc2COc2ccccc21,0
NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c1O,0
O=C(CCCN1CCN(c2ccccn2)CC1)c1ccc(F)cc1,0
CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(CN)=CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1OC[C@](C)(O)[C@H](NC)[C@H]1O,0
CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3OC(CN)=CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O,0
COc1ccc(C(=O)NCc2cccnc2)cc1C(=O)NCc1cccnc1,0
C[C@@H]1CN(C2CCC(C#N)(c3ccc(F)cc3)CC2)CC[C@]1(C(=O)O)c1ccccc1,0
COC(=O)[C@@H]1[C@H]2C[C@H]3c4[nH]c5ccccc5c4CCN3C[C@@H]2CC[C@@H]1O,0
CN1CCCCC1CCN1c2ccccc2Sc2ccc(S(C)=O)cc21,0
CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,0
COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,0
CC(COc1ccccc1)N(CCCl)Cc1ccccc1,0
CC(=O)Nc1c(I)c(C(=O)N[C@H]2C(O)O[C@H](CO)[C@@H](O)[C@@H]2O)c(I)c(N(C)C(C)=O)c1I,0
CC(C)OC(=O)C(C(=O)OC(C)C)=C1SC=CS1,0
C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)/C=C/[C@@H](O)C4CC4)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,0
CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,0
CCC1(C)CC(=O)NC1=O,0
OC(c1ccccc1)(c1ccccc1)C1CCNCC1,0
Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1,1
Clc1cccc(Cl)c1NC1=NCCN1,0
COc1cccc([C@@]2(O)CCCC[C@@H]2CN(C)C)c1,0
O=C1c2ccccc2C(=O)C1c1ccccc1,0
COc1ccc(C2C(=O)c3ccccc3C2=O)cc1,0
CCn1cc(C(=O)O)c(=O)c2cnc(N3CCNCC3)nc21,0
COc1cc(Br)c(C[N+]2(CCOCCC3CCC4CC3C4(C)C)CCOCC2)cc1OC,0
Cc1cccc(C)c1NC(=O)CN1CCCC1=O,0
