error_type,feature_name,feature_description,sample_count,affected_fraction,mean_harmful_shap_value,mean_abs_harmful_shap_value,mean_raw_value,mean_model_input_value,example_sample_indices
false_negative,exact_mol_weight,Exact molecular weight (Descriptors.ExactMolWt).,5,0.3125,0.00777234812793798,0.00777234812793798,224.08886054800004,-0.7301465307015882,28;227;392;413;612
false_negative,acid_deprotonated_fraction_ph74,Estimated deprotonated fraction for the dominant acidic site.,5,0.3125,0.00603542927407137,0.00603542927407137,0.5999915713388633,0.7546204983139756,180;413;612;970;1015
false_negative,ring_count,Total ring count.,5,0.3125,0.004631070591058067,0.004631070591058067,1.6,-0.6466190556579258,28;357;392;612;906
false_negative,num_acidic_sites,Number of predicted acidic sites.,3,0.1875,0.020450561197939986,0.020450561197939986,5.666666666666667,1.8822848596662285,357;509;556
false_negative,aromatic_heterocycle_ring_count,Count of aromatic rings containing at least one heteroatom.,3,0.1875,0.007717927743311703,0.007717927743311703,2.0,2.2349352338005963,240;350;413
false_negative,hba,Hydrogen bond acceptor count.,3,0.1875,0.007683179368700927,0.007683179368700927,10.333333333333334,1.6535574511081588,509;556;1015
false_negative,hbd,Hydrogen bond donor count.,2,0.125,0.013391633055038434,0.013391633055038434,7.5,2.5615101254275863,357;509
false_negative,aromatic_ring_count,Aromatic ring count.,2,0.125,0.011592861451226923,0.011592861451226923,3.0,1.4857471974828855,240;970
false_negative,num_basic_sites,Number of predicted basic sites.,2,0.125,0.003905446362170074,0.003905446362170074,4.0,1.7235071288866937,350;906
false_negative,abs_formal_charge,Absolute formal charge magnitude.,1,0.0625,0.019371645381411236,0.019371645381411236,1.0,2.3641278301563085,1015
false_negative,hbd_le_5,Rule flag: HBD <= 5.,1,0.0625,0.014470127568109128,0.014470127568109128,0.0,-4.577930406691505,509
false_negative,estimated_logd_le_5,Rule flag: estimated logD(7.4) <= 5.,1,0.0625,0.005523084274080969,0.005523084274080969,0.0,-4.855041562276122,180
false_negative,formal_charge,Formal charge from the input graph.,1,0.0625,0.004513050822317332,0.004513050822317332,-1.0,-2.512352085296628,1015
false_negative,negative_formal_atom_count,Number of atoms with negative formal charge.,1,0.0625,0.004093708928771177,0.004093708928771177,1.0,2.7083314243645784,1015
false_negative,mol_weight_lt_500,Rule flag: molecular weight < 500.,1,0.0625,0.0036482604778150926,0.0036482604778150926,0.0,-2.9099639015384504,556
false_negative,total_hbond_donors_acceptors,HBD + HBA total.,1,0.0625,0.0036061999480146902,0.0036061999480146902,22.0,3.0256575610013425,509
false_negative,metabolic_lability_alert_absent,Rule flag: no simple metabolic-lability motif is matched.,1,0.0625,0.002607205408783357,0.002607205408783357,1.0,0.5639216814729231,330
false_positive,logp,Wildman-Crippen logP.,136,0.8553459119496856,0.01574679325651295,0.01574679325651295,3.476903823529414,0.5848340958236905,0;10;15;20;29;31;48;49;70;77
false_positive,neutral_fraction_ph74,Estimated neutral fraction at pH 7.4.,118,0.7421383647798742,0.015936510340367055,0.015936510340367055,0.017715193915825284,-0.9028960649543643,0;10;15;18;26;29;31;39;46;47
false_positive,charged_fraction_ph74,1 - neutral_fraction_ph74.,116,0.7295597484276729,0.014919156147619628,0.014919156147619628,0.9820069616280062,0.9022794635984349,0;10;15;18;26;29;31;39;46;47
false_positive,base_protonated_fraction_ph74,Estimated protonated fraction for the dominant basic site.,115,0.7232704402515723,0.017268558681621103,0.017268558681621103,0.9817560132209732,1.4381833712830683,0;10;15;18;26;29;31;39;46;47
false_positive,net_charge_proxy_ph74,Base protonation minus acid deprotonation proxy at pH 7.4.,111,0.6981132075471698,0.017033000523761284,0.017033000523761284,0.9803792344840769,1.3203407567988277,0;10;15;18;26;29;31;39;46;47
false_positive,estimated_logd_ph74,Estimated logD at pH 7.4 from logP and neutral fraction.,103,0.6477987421383647,0.008777393838467875,0.008777393838467875,2.1229692003439675,0.4923063263699823,10;20;48;49;70;77;87;96;99;105
false_positive,heteroatom_count,Total heteroatom count.,102,0.6415094339622641,0.01114698749879895,0.01114698749879895,3.1470588235294117,-0.8074843356694731,10;20;26;29;31;46;47;53;57;70
false_positive,stereocenter_count_ge_1,Rule flag: at least one stereocenter is present.,102,0.6415094339622641,0.004811665720346159,0.004811665720346159,1.0,0.9144938121082842,10;15;18;20;29;49;77;87;105;111
false_positive,fraction_csp3,Fraction of sp3 carbons.,91,0.5723270440251572,0.008842864641171785,0.008842864641171785,0.5996283197209438,0.7323687398184254,0;10;15;18;20;26;29;31;39;48
false_positive,estimated_logd_in_1_3,Rule flag: 1 <= estimated logD(7.4) <= 3.,90,0.5660377358490566,0.00884077226293284,0.00884077226293284,1.0,1.4782371884055636,10;20;48;70;87;96;99;105;142;150
false_positive,fraction_csp3_ge_0p3,Rule flag: fractionCSP3 >= 0.3.,84,0.5283018867924528,0.0031530801959597445,0.0031530801959597445,1.0,0.6492207662311682,10;18;20;29;31;46;47;48;53;57
false_positive,exact_mol_weight,Exact molecular weight (Descriptors.ExactMolWt).,71,0.44654088050314467,0.00406757662459637,0.00406757662459637,325.07171372715493,-0.10906161551903447,0;39;48;49;70;99;105;111;142;150
false_positive,tpsa,Topological polar surface area.,68,0.4276729559748428,0.006710634483539839,0.006710634483539839,33.529411764705884,-0.7610792985782286,10;20;29;31;57;70;96;105;111;133
false_positive,heavy_atom_count,Heavy atom count.,65,0.4088050314465409,0.0035904090900386264,0.0035904090900386264,21.846153846153847,-0.16580337299728565,48;99;127;142;150;156;159;165;206;257
false_positive,heterocycle_ring_count,Count of rings containing at least one heteroatom.,55,0.34591194968553457,0.0036366078360862567,0.0036366078360862567,0.0,-0.9690547631575743,0;10;15;18;20;26;29;31;39;47
false_positive,ring_count,Total ring count.,46,0.2893081761006289,0.006135594353088654,0.006135594353088654,4.239130434782608,1.1380591105775146,169;234;269;284;292;301;302;372;374;375
false_positive,ring_count_4_7,Rule flag: 4 <= total ring count <= 7.,45,0.2830188679245283,0.005057734351877461,0.005057734351877461,1.0,1.826508815686777,169;234;269;284;301;302;372;374;375;376
false_positive,metabolic_lability_alert_present,1 if a simple metabolic-lability motif is present.,42,0.2641509433962264,0.006431940822453807,0.006431940822453807,1.0,1.7732958899329267,20;46;47;48;57;70;96;99;105;108
false_positive,metabolic_lability_alert_count,Combined count of simple metabolic-lability motifs such as esters and phenols.,40,0.25157232704402516,0.005518125559216861,0.005518125559216861,1.225,1.3502233206045604,20;47;48;70;96;99;105;108;121;142
false_positive,metabolic_lability_alert_absent,Rule flag: no simple metabolic-lability motif is matched.,37,0.23270440251572327,0.004146316938649233,0.004146316938649233,0.0,-1.7732958899329267,20;46;48;57;70;96;99;105;108;121
false_positive,stereocenter_count,Count of assigned or potential tetrahedral stereocenters.,35,0.22012578616352202,0.007140873741496183,0.007140873741496183,5.0,0.8877962744401389,15;18;47;87;301;372;374;375;376;381
false_positive,aliphatic_ring_count,Aliphatic ring count.,22,0.13836477987421383,0.010593629165473066,0.010593629165473066,4.0,2.113712620345874,269;372;374;375;376;378;381;383;385;477
false_positive,aromatic_ring_count,Aromatic ring count.,17,0.1069182389937107,0.004326637833011443,0.004326637833011443,0.0,-1.455348277841292,372;374;375;376;381;383;385;477;479;480
false_positive,hbd,Hydrogen bond donor count.,17,0.1069182389937107,0.003165526854861637,0.003165526854861637,2.0,0.043039404497917155,0;15;39;111;156;284;301;372;462;477
false_positive,aromatic_or_heterocycle_present,1 if at least one aromatic ring or heterocycle ring is present.,14,0.0880503144654088,0.008045671430972371,0.008045671430972371,0.0,-3.1964654392544,372;374;375;376;378;381;383;385;828;911
false_positive,mol_weight,Molecular weight (Descriptors.MolWt).,14,0.0880503144654088,0.003555564786871178,0.003555564786871178,307.4232142857144,-0.2196553424445316,127;169;206;257;258;667;716;741;829;873
false_positive,num_acidic_sites,Number of predicted acidic sites.,14,0.0880503144654088,0.0025784918382122115,0.0025784918382122115,1.9285714285714286,0.04211324463376042,48;53;77;87;99;127;133;301;639;669
false_positive,phenol_count,Count of phenol or phenoxide substituents on aromatic rings.,11,0.06918238993710692,0.004806639512448695,0.004806639512448695,1.6363636363636365,3.295681848769909,46;57;108;121;154;203;730;742;743;831
false_positive,rotatable_bonds,Rotatable bond count.,10,0.06289308176100629,0.03602538171923365,0.03602538171923365,0.0,-1.3305728273839517,169;486;682;685;687;740;828;903;924;1007
false_positive,acid_deprotonated_fraction_ph74,Estimated deprotonated fraction for the dominant acidic site.,10,0.06289308176100629,0.0037564265918616684,0.0037564265918616684,0.09935117306793345,-0.40752282199205353,46;47;57;710;730;743;831;835;879;893
false_positive,reactive_alert_absent,Rule flag: no reactive electrophile alert is matched.,7,0.0440251572327044,0.0035755588841661656,0.0035755588841661656,0.0,-2.7060267266162197,372;376;477;479;480;928;999
false_positive,aromatic_ring_count_ge_1,Rule flag: aromatic ring count >= 1.,6,0.03773584905660377,0.003610952546270288,0.003610952546270288,0.0,-2.23606797749979,376;385;965;966;999;1007
false_positive,aromatic_heterocycle_ring_count,Count of aromatic rings containing at least one heteroatom.,5,0.031446540880503145,0.0024845914160537184,0.0024845914160537184,0.0,-0.6772531011516958,46;57;689;690;932
false_positive,catechol_ring_count,Count of aromatic rings with adjacent phenolic OH substituents.,3,0.018867924528301886,0.00792056708447163,0.00792056708447163,1.0,9.634219315449583,108;154;486
false_positive,rotatable_bonds_le_10,Rule flag: rotatable bonds <= 10.,2,0.012578616352201259,0.0037464404547495472,0.0037464404547495472,0.0,-3.7358428418672047,323;835
false_positive,positive_formal_atom_count,Number of atoms with positive formal charge.,2,0.012578616352201259,0.00166884082992959,0.00166884082992959,0.0,-0.2516170083790981,659;805
false_positive,michael_acceptor_count,"Count of alpha,beta-unsaturated carbonyl alerts.",1,0.006289308176100629,0.003701081687627515,0.003701081687627515,1.0,2.347763715122623,828
false_positive,sarscov2_vitro_design_rule_pass_count,"Count of passed physicochemical, scaffold, saturation, and liability heuristics distilled from the source response.",1,0.006289308176100629,0.0019005088884107967,0.0019005088884107967,14.0,1.482143665035138,604
false_positive,total_hbond_donors_acceptors,HBD + HBA total.,1,0.006289308176100629,0.001877986911873601,0.001877986911873601,6.0,-0.14960986287397002,604
