smiles,mol_weight,exact_mol_weight,heavy_atom_count,logp,molar_refractivity,tpsa,hbd,hba,total_hbond_donors_acceptors,heteroatom_count,oxygen_nitrogen_count,rotatable_bonds,ring_count,aromatic_ring_count,aliphatic_ring_count,fused_ring_count,fraction_csp3,formal_charge,positive_formal_atom_count,negative_formal_atom_count,labute_asa,balaban_j,kappa1,kappa2,chi0v,chi1v,chi2v,chi3v,chi4v,chi0n,chi1n,chi2n,chi3n,chi4n,max_estate_index,min_estate_index,max_abs_estate_index,min_abs_estate_index,bcut2d_mwhi,bcut2d_mwlow,bcut2d_chghi,bcut2d_chglo,bcut2d_logphi,bcut2d_logplow,bcut2d_mrhi,bcut2d_mrlow,wiener_index,eccentric_connectivity_index,most_basic_pka,most_acidic_pka,num_basic_sites,num_acidic_sites,neutral_fraction_ph74,charged_fraction_ph74,base_protonated_fraction_ph74,acid_deprotonated_fraction_ph74,net_charge_proxy_ph74,estimated_logd_ph74,has_amphoteric_sites,mw_le_360,mw_le_450,mw_lt_400,mw_between_400_600,logp_le_3,logp_lt_5,logp_in_1p5_2p7,logp_distance_to_3p4,tpsa_40_90,tpsa_lt_70,tpsa_le_90,tpsa_lt_79,hbd_le_0p5,hbd_lt_3,hba_lt_7,total_hbond_lt_8,oxygen_nitrogen_le_5,rotatable_bonds_lt_8,rotatable_bonds_le_5,most_basic_pka_le_8,most_basic_pka_le_10,most_basic_pka_7p5_10p5,most_acidic_pka_ge_4,estimated_logd_0_3,estimated_logd_le_3,boiled_egg_bbb_likely,formal_charge_abs_le_1,formal_charge_zero_or_plus_one,cns_mpo_score,cns_mpo_ge_4,passive_bbb_screen_pass,pka_features_available
C[C@H](N)C(=O)c1ccccc1,149.19299999999998,149.084063972,11.0,1.2165000000000001,44.42190000000002,43.09,1.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,66.02764225974326,2.85953097747342,7.951522842639594,3.302754772971581,6.4497001747912455,3.5641664848726635,2.518951308490383,1.4718702777855395,0.8653109906931933,6.4497001747912455,3.5641664848726635,2.518951308490383,1.4718702777855395,0.8653109906931933,11.219444444444445,-0.40518518518518554,11.219444444444445,0.008703703703703436,16.139386855031322,10.070765748763566,2.079446611442466,-2.0175133466477964,2.0054334903297386,-2.25913254945478,5.990732145714071,0.09677376084978222,156.0,101.0,7.826488494873047,14.0,1.0,0.0,0.27248995596022574,0.7275100440397743,0.7275100440397743,0.0,0.7275100440397743,0.6518504987174598,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.1834999999999996,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.833333333333333,1.0,1.0,1.0
CC(=O)c1ccc(C(O)C(CO)NC(=O)C(Cl)Cl)cc1,320.172,319.03781332,20.0,1.2033999999999998,75.91680000000002,86.63,3.0,4.0,7.0,7.0,5.0,6.0,1.0,1.0,0.0,0.0,0.38461538461538464,0.0,0.0,0.0,126.05390426212416,2.821158149823159,16.913022269353128,7.591709023960896,12.227269275496937,6.72095652027137,5.317648751020052,3.1587992035698216,1.7434436175699124,10.715411383460026,5.848084959327402,4.221384091474208,2.762407152058879,1.6174554599001698,11.34944201254627,-1.2811677084873334,11.34944201254627,0.09243278400024346,35.539168496457634,10.001796349870746,2.2400400071826354,-2.225568094154574,2.1811046054553196,-2.4359869412585824,6.530371756450776,-0.12104508305397005,880.0,333.0,0.0,11.241235733032227,0.0,3.0,0.9998558874923683,0.00014411250763168848,0.0,0.00014411250763166577,-0.00014411250763166577,1.203337408222925,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.1966,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,5.166666666666667,1.0,1.0,1.0
CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl)cc1,356.227,355.00479894,21.0,0.40430000000000005,79.02210000000002,103.70000000000002,3.0,5.0,8.0,9.0,6.0,6.0,1.0,1.0,0.0,0.0,0.4166666666666667,0.0,0.0,0.0,132.1528384294704,2.9005153152498657,18.189652432969215,7.417155841041921,13.36026243735239,8.603949682126823,7.496390760691616,4.278311612950619,2.371108004855062,11.031907964387752,5.839666583124598,4.384390526402923,2.753449334212987,1.6146493344992352,11.35694201254627,-3.3369810749649305,11.35694201254627,0.1014948664651052,35.53916936938615,10.028147197520598,2.2426594505322197,-2.2257249258942076,2.1950493393281776,-2.4359748111298516,7.903035357082101,-0.12104434756812353,1002.0,354.0,0.0,11.2742338180542,0.0,3.0,0.9998664302326705,0.00013356976732947778,0.0,0.00013356976732950267,-0.00013356976732950267,0.4042419875126563,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.9957,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,4.709999999999999,1.0,0.0,1.0
Cc1cccc(C)c1OCC(C)N,179.26299999999998,179.131014164,13.0,2.0294399999999997,55.06040000000003,35.25,1.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,0.0,0.0,0.45454545454545453,0.0,0.0,0.0,79.70954961799958,2.750523804369238,10.06347245409015,4.28262327283322,8.50210641759854,4.555748108669859,3.5092210902363643,1.8993255446193158,1.2416166957985406,8.50210641759854,4.555748108669859,3.5092210902363643,1.8993255446193158,1.2416166957985406,5.615394935752079,0.08241307634164752,5.615394935752079,0.08241307634164752,16.47893354197637,10.124970259254605,2.030188772871157,-2.1272665051065807,2.2154346270721543,-2.2358498177138264,5.391426512092232,0.2923304128649795,256.0,142.0,8.22167682647705,14.0,1.0,0.0,0.13101878345829066,0.8689812165417093,0.8689812165417093,0.0,0.8689812165417093,1.1467735625832949,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.3705600000000002,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.484994920094808,1.0,1.0,1.0
Cc1cccc(C)c1,106.16799999999999,106.07825032,8.0,2.30344,35.916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.25,0.0,0.0,0.0,50.16128734829017,3.077660437970554,5.358504155124653,1.9937447122872558,5.309401076758503,2.821367205045919,2.1581548620732005,1.1735753140545637,0.807015524534935,5.309401076758503,2.821367205045919,2.1581548620732005,1.1735753140545637,0.807015524534935,2.1666666666666665,1.3379629629629632,2.1666666666666665,1.3379629629629632,13.866097802962315,10.161620655442979,1.801969643363488,-1.902575146810309,1.9954308850121385,-1.7097635661219206,5.197667924264773,1.3865224211680824,61.0,54.0,0.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.30344,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0965599999999998,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.84828,1.0,1.0,1.0
CCc1ccccc1,106.16799999999996,106.07825032,8.0,2.2490000000000006,35.82,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.25,0.0,0.0,0.0,50.16128734829017,2.8320858350070908,5.358504155124653,2.50834780755501,5.093858127134677,2.971343774302781,1.839151950246763,1.251072952541352,0.7137128315712066,5.093858127134677,2.971343774302781,1.839151950246763,1.251072952541352,0.7137128315712066,2.162037037037037,1.1397222222222223,2.162037037037037,1.1397222222222223,13.856596938329892,10.170710312539828,1.7943577512861228,-1.8917512520057715,1.9631405576194025,-1.73342650034674,5.1331381704563555,1.140415220080154,64.0,60.0,0.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.2490000000000006,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.1509999999999994,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.8755,1.0,1.0,1.0
CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1,336.4320000000001,336.204907376,24.0,2.3655,94.62470000000005,87.66,3.0,5.0,8.0,6.0,6.0,10.0,1.0,1.0,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,143.14125604126278,2.7300914999194297,20.125289855072463,10.050998753143157,14.887136937585868,8.321366148025241,6.093077728728182,3.3126242824908747,2.0759200164706675,14.887136937585868,8.321366148025241,6.093077728728182,3.3126242824908747,2.0759200164706675,11.822072695622477,-0.6702391882041054,11.822072695622477,0.08486161150257487,16.489957061104946,10.0987661001956,2.1304009423105352,-2.165347581456163,2.2362097985672067,-2.34807144585479,5.989692120285778,-0.1157557781720159,1568.0,522.0,9.069978713989258,13.641867637634277,2.0,2.0,0.020933093017682758,0.9790669069823172,0.9790668949882697,5.729703035562201e-07,0.9790663220179662,0.6863334032678503,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0345,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.631677309672038,1.0,1.0,1.0
COC(=O)c1ccc(C(=O)OC)cc1,194.18599999999998,194.0579088,14.0,1.2598,49.12100000000002,52.60000000000001,0.0,4.0,4.0,4.0,4.0,2.0,1.0,1.0,0.0,0.0,0.2,0.0,0.0,0.0,81.4413062361847,2.8864821283777804,10.242236842105264,4.411323399666699,7.942394238613956,3.9543603669013714,2.5605135167840194,1.7270955121493807,0.978095654879078,7.942394238613956,3.9543603669013714,2.5605135167840194,1.7270955121493807,0.978095654879078,11.025722395439658,-0.429244614512472,11.025722395439658,0.40291950113378716,16.526641026571195,10.133823364489412,2.075428836963574,-2.003839301161923,2.0596835415871317,-2.0378129070710442,5.926809589928106,0.05864814152863542,327.0,184.0,0.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.2598,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.1402,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0
Cc1ccccc1C,106.16799999999999,106.07825032,8.0,2.30344,35.916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.25,0.0,0.0,0.0,50.16128734829018,3.134861511345448,5.358504155124653,1.9937447122872558,5.309401076758503,2.827350269189626,2.084258916577523,1.425569668769133,0.6626779572375285,5.309401076758503,2.827350269189626,2.084258916577523,1.425569668769133,0.6626779572375285,2.1203703703703702,1.3680555555555558,2.1203703703703702,1.3680555555555558,13.895388335812484,10.131972178262572,1.8333702494943909,-1.9301487560702846,2.0210545658514985,-1.7433360304648589,5.2277847976727765,1.342538972786028,60.0,54.0,0.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.30344,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0965599999999998,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.84828,1.0,1.0,1.0
Cc1ccc(C)cc1,106.16799999999999,106.07825032,8.0,2.30344,35.916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.25,0.0,0.0,0.0,50.16128734829017,3.0324555320336755,5.358504155124653,1.9937447122872558,5.309401076758504,2.821367205045919,2.154700538379252,1.2182335127930843,0.63689453417432,5.309401076758504,2.821367205045919,2.154700538379252,1.2182335127930843,0.63689453417432,2.1203703703703702,1.3292592592592594,2.1203703703703702,1.3292592592592594,13.857926266609555,10.16974647209797,1.793218016453734,-1.8950191180357168,1.9882406125405065,-1.7005956422241364,5.189391809591328,1.398536374377432,62.0,58.0,0.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.30344,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0965599999999998,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.84828,1.0,1.0,1.0
Cc1ccccc1OCC(COC(O)C(Cl)(Cl)Cl)OC(O)C(Cl)(Cl)Cl,476.995,473.9128896919999,25.0,4.152820000000004,100.09260000000002,68.15,2.0,5.0,7.0,11.0,5.0,8.0,1.0,1.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,175.09964058887252,2.7157783093998473,23.6390625,10.228146555585417,17.378198023258076,9.127856351492452,9.6937493135973,3.9597522307208104,1.9234678240402565,12.842624347147344,6.860069513437087,4.955870543609915,2.8396897031268393,1.5801822375735506,9.763151993050306,-2.088549632044175,9.763151993050306,0.08805839002267546,35.58577559382106,10.205162667096015,2.35936144607653,-2.271930987545832,2.326502192225695,-2.3973090289948256,6.679144216720966,-0.18365395214085553,1622.0,438.0,0.0,10.069201469421387,0.0,2.0,0.9978626811725654,0.00213731882743462,0.0,0.0021373188274345744,-0.0021373188274345744,4.1518907808542815,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.7528200000000038,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,3.087911428571427,0.0,0.0,1.0
C#CCN(C)CCCOc1ccc(Cl)cc1Cl,272.175,271.05306946,17.0,3.327300000000002,72.90400000000004,12.47,0.0,2.0,2.0,4.0,2.0,6.0,1.0,1.0,0.0,0.0,0.38461538461538464,0.0,0.0,0.0,112.46513466560609,2.292005468060286,14.182034739454094,7.446723555288548,11.26107692552388,6.086624223288733,4.562302024421425,2.7273348061601577,1.8068000207256987,9.74921903348697,5.330695277270277,3.718666117208834,2.1968681381553807,1.3437516193346242,5.974333998989181,0.5365550464012769,5.974333998989181,0.5365550464012769,35.49683508911478,10.316487858258384,2.020890767014933,-2.1324958069583806,2.2690837952596348,-2.2089664055620437,6.350284038334588,0.27439874629556865,640.0,311.0,6.638896942138672,14.0,1.0,0.0,0.852268421204472,0.147731578795528,0.147731578795528,0.0,0.147731578795528,3.2578763969833497,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.07269999999999799,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,4.207411801508324,1.0,0.0,1.0
